"","values","ind"
"374","CD14","REACTOME_INNATE_IMMUNE_SYSTEM"
"375","AIM2","REACTOME_INNATE_IMMUNE_SYSTEM"
"376","LY86","REACTOME_INNATE_IMMUNE_SYSTEM"
"377","ATG5","REACTOME_INNATE_IMMUNE_SYSTEM"
"378","ISG15","REACTOME_INNATE_IMMUNE_SYSTEM"
"379","IKBKE","REACTOME_INNATE_IMMUNE_SYSTEM"
"380","CDK1","REACTOME_INNATE_IMMUNE_SYSTEM"
"381","AKT3","REACTOME_IMMUNE_SYSTEM"
"382","TANK","REACTOME_IMMUNE_SYSTEM"
"383","AP1M2","REACTOME_IMMUNE_SYSTEM"
"384","UBA2","REACTOME_IMMUNE_SYSTEM"
"385","SAE1","REACTOME_IMMUNE_SYSTEM"
"386","HUWE1","REACTOME_IMMUNE_SYSTEM"
"387","KIF20A","REACTOME_IMMUNE_SYSTEM"
"388","ACTR1B","REACTOME_IMMUNE_SYSTEM"
"389","ACTR1A","REACTOME_IMMUNE_SYSTEM"
"390","RASGRP1","REACTOME_IMMUNE_SYSTEM"
"391","RNF41","REACTOME_IMMUNE_SYSTEM"
"392","PSMD14","REACTOME_IMMUNE_SYSTEM"
"393","CD96","REACTOME_IMMUNE_SYSTEM"
"394","RASGRP2","REACTOME_IMMUNE_SYSTEM"
"395","CDKN1A","REACTOME_IMMUNE_SYSTEM"
"396","CDKN1B","REACTOME_IMMUNE_SYSTEM"
"397","STUB1","REACTOME_IMMUNE_SYSTEM"
"398","LILRB2","REACTOME_IMMUNE_SYSTEM"
"399","ADAR","REACTOME_IMMUNE_SYSTEM"
"400","TLR6","REACTOME_IMMUNE_SYSTEM"
"401","IRF9","REACTOME_IMMUNE_SYSTEM"
"402","NOD1","REACTOME_IMMUNE_SYSTEM"
"403","ANAPC10","REACTOME_IMMUNE_SYSTEM"
"404","IFITM3","REACTOME_IMMUNE_SYSTEM"
"405","RAPGEF3","REACTOME_IMMUNE_SYSTEM"
"406","ARIH2","REACTOME_IMMUNE_SYSTEM"
"407","SEC24B","REACTOME_IMMUNE_SYSTEM"
"408","TAB1","REACTOME_IMMUNE_SYSTEM"
"409","UBE2E3","REACTOME_IMMUNE_SYSTEM"
"410","SEC23A","REACTOME_IMMUNE_SYSTEM"
"411","LRRC41","REACTOME_IMMUNE_SYSTEM"
"412","ATG7","REACTOME_IMMUNE_SYSTEM"
"413","DCTN2","REACTOME_IMMUNE_SYSTEM"
"414","IFITM2","REACTOME_IMMUNE_SYSTEM"
"415","RBCK1","REACTOME_IMMUNE_SYSTEM"
"416","TXNIP","REACTOME_IMMUNE_SYSTEM"
"417","CD226","REACTOME_IMMUNE_SYSTEM"
"418","DCTN6","REACTOME_IMMUNE_SYSTEM"
"419","CNPY3","REACTOME_IMMUNE_SYSTEM"
"420","MASP2","REACTOME_IMMUNE_SYSTEM"
"421","CTSC","REACTOME_IMMUNE_SYSTEM"
"422","NUP50","REACTOME_IMMUNE_SYSTEM"
"423","LILRB1","REACTOME_IMMUNE_SYSTEM"
"424","HCST","REACTOME_IMMUNE_SYSTEM"
"425","CFHR3","REACTOME_IMMUNE_SYSTEM"
"426","MALT1","REACTOME_IMMUNE_SYSTEM"
"427","SEC61B","REACTOME_IMMUNE_SYSTEM"
"428","LILRB5","REACTOME_IMMUNE_SYSTEM"
"429","KIF2C","REACTOME_IMMUNE_SYSTEM"
"430","LILRB4","REACTOME_IMMUNE_SYSTEM"
"431","LILRA1","REACTOME_IMMUNE_SYSTEM"
"432","LILRB3","REACTOME_IMMUNE_SYSTEM"
"433","RIPK3","REACTOME_IMMUNE_SYSTEM"
"434","WWP1","REACTOME_IMMUNE_SYSTEM"
"435","UBE2C","REACTOME_IMMUNE_SYSTEM"
"436","RAPGEF4","REACTOME_IMMUNE_SYSTEM"
"437","NUPL2","REACTOME_IMMUNE_SYSTEM"
"438","CD160","REACTOME_IMMUNE_SYSTEM"
"439","IRAK3","REACTOME_IMMUNE_SYSTEM"
"440","DCTN3","REACTOME_IMMUNE_SYSTEM"
"441","USP18","REACTOME_IMMUNE_SYSTEM"
"442","TRIM9","REACTOME_IMMUNE_SYSTEM"
"443","NLRP3","REACTOME_IMMUNE_SYSTEM"
"444","TIRAP","REACTOME_IMMUNE_SYSTEM"
"445","CHUK","REACTOME_IMMUNE_SYSTEM"
"446","OSBPL1A","REACTOME_IMMUNE_SYSTEM"
"447","FBXO17","REACTOME_IMMUNE_SYSTEM"
"448","GBP4","REACTOME_IMMUNE_SYSTEM"
"449","GBP5","REACTOME_IMMUNE_SYSTEM"
"450","CISH","REACTOME_IMMUNE_SYSTEM"
"451","THEM4","REACTOME_IMMUNE_SYSTEM"
"452","DEFB118","REACTOME_IMMUNE_SYSTEM"
"453","AP2M1","REACTOME_IMMUNE_SYSTEM"
"454","AP1S1","REACTOME_IMMUNE_SYSTEM"
"455","AP2S1","REACTOME_IMMUNE_SYSTEM"
"456","UBE2J2","REACTOME_IMMUNE_SYSTEM"
"457","PIK3AP1","REACTOME_IMMUNE_SYSTEM"
"458","AMICA1","REACTOME_IMMUNE_SYSTEM"
"459","CLTA","REACTOME_IMMUNE_SYSTEM"
"460","CLTC","REACTOME_IMMUNE_SYSTEM"
"461","LRR1","REACTOME_IMMUNE_SYSTEM"
"462","CCR2","REACTOME_IMMUNE_SYSTEM"
"463","CCR6","REACTOME_IMMUNE_SYSTEM"
"464","FBXO27","REACTOME_IMMUNE_SYSTEM"
"465","ASB17","REACTOME_IMMUNE_SYSTEM"
"466","NUP35","REACTOME_IMMUNE_SYSTEM"
"467","CD200R1","REACTOME_IMMUNE_SYSTEM"
"468","MAP3K8","REACTOME_IMMUNE_SYSTEM"
"469","RAET1E","REACTOME_IMMUNE_SYSTEM"
"470","CR1","REACTOME_IMMUNE_SYSTEM"
"471","CREB1","REACTOME_IMMUNE_SYSTEM"
"472","ATF2","REACTOME_IMMUNE_SYSTEM"
"473","CREBBP","REACTOME_IMMUNE_SYSTEM"
"474","CRK","REACTOME_IMMUNE_SYSTEM"
"475","CRKL","REACTOME_IMMUNE_SYSTEM"
"476","CRP","REACTOME_IMMUNE_SYSTEM"
"477","ASB11","REACTOME_IMMUNE_SYSTEM"
"478","ASB5","REACTOME_IMMUNE_SYSTEM"
"479","ASB6","REACTOME_IMMUNE_SYSTEM"
"480","ASB7","REACTOME_IMMUNE_SYSTEM"
"481","ASB8","REACTOME_IMMUNE_SYSTEM"
"482","ASB9","REACTOME_IMMUNE_SYSTEM"
"483","DEFB104A","REACTOME_IMMUNE_SYSTEM"
"484","DYNLL2","REACTOME_IMMUNE_SYSTEM"
"485","UBE2F","REACTOME_IMMUNE_SYSTEM"
"486","DEFB127","REACTOME_IMMUNE_SYSTEM"
"487","DEFB129","REACTOME_IMMUNE_SYSTEM"
"488","ASB15","REACTOME_IMMUNE_SYSTEM"
"489","ASB12","REACTOME_IMMUNE_SYSTEM"
"490","MAPK14","REACTOME_IMMUNE_SYSTEM"
"491","PSMA8","REACTOME_IMMUNE_SYSTEM"
"492","CSF2","REACTOME_IMMUNE_SYSTEM"
"493","CSF2RA","REACTOME_IMMUNE_SYSTEM"
"494","CSF2RB","REACTOME_IMMUNE_SYSTEM"
"495","CSH1","REACTOME_IMMUNE_SYSTEM"
"496","LOC144383","REACTOME_IMMUNE_SYSTEM"
"497","CSK","REACTOME_IMMUNE_SYSTEM"
"498","KLC3","REACTOME_IMMUNE_SYSTEM"
"499","TICAM1","REACTOME_IMMUNE_SYSTEM"
"500","UBE2U","REACTOME_IMMUNE_SYSTEM"
"501","CTLA4","REACTOME_IMMUNE_SYSTEM"
"502","CTSB","REACTOME_IMMUNE_SYSTEM"
"503","CTSD","REACTOME_IMMUNE_SYSTEM"
"504","CTSH","REACTOME_IMMUNE_SYSTEM"
"505","CTSK","REACTOME_IMMUNE_SYSTEM"
"506","CTSL1","REACTOME_IMMUNE_SYSTEM"
"507","CTSL2","REACTOME_IMMUNE_SYSTEM"
"508","DTX3L","REACTOME_IMMUNE_SYSTEM"
"509","BTLA","REACTOME_IMMUNE_SYSTEM"
"510","CTSO","REACTOME_IMMUNE_SYSTEM"
"511","CTSS","REACTOME_IMMUNE_SYSTEM"
"512","CXADR","REACTOME_IMMUNE_SYSTEM"
"513","CYBA","REACTOME_IMMUNE_SYSTEM"
"514","CYBB","REACTOME_IMMUNE_SYSTEM"
"515","CYLD","REACTOME_IMMUNE_SYSTEM"
"516","AP2A1","REACTOME_IMMUNE_SYSTEM"
"517","CD55","REACTOME_IMMUNE_SYSTEM"
"518","AP2A2","REACTOME_IMMUNE_SYSTEM"
"519","AP1B1","REACTOME_IMMUNE_SYSTEM"
"520","AP2B1","REACTOME_IMMUNE_SYSTEM"
"521","GBP6","REACTOME_IMMUNE_SYSTEM"
"522","DCTN1","REACTOME_IMMUNE_SYSTEM"
"523","AP1G1","REACTOME_IMMUNE_SYSTEM"
"524","DDOST","REACTOME_IMMUNE_SYSTEM"
"525","DEFA1","REACTOME_IMMUNE_SYSTEM"
"526","DEFA3","REACTOME_IMMUNE_SYSTEM"
"527","DEFA4","REACTOME_IMMUNE_SYSTEM"
"528","DEFA5","REACTOME_IMMUNE_SYSTEM"
"529","DEFA6","REACTOME_IMMUNE_SYSTEM"
"530","DEFB1","REACTOME_IMMUNE_SYSTEM"
"531","DEFB4A","REACTOME_IMMUNE_SYSTEM"
"532","CFD","REACTOME_IMMUNE_SYSTEM"
"533","DNM1","REACTOME_IMMUNE_SYSTEM"
"534","AGER","REACTOME_IMMUNE_SYSTEM"
"535","DYNC1H1","REACTOME_IMMUNE_SYSTEM"
"536","DYNC1I1","REACTOME_IMMUNE_SYSTEM"
"537","DYNC1I2","REACTOME_IMMUNE_SYSTEM"
"538","DYNC1LI2","REACTOME_IMMUNE_SYSTEM"
"539","DNM2","REACTOME_IMMUNE_SYSTEM"
"540","DUSP3","REACTOME_IMMUNE_SYSTEM"
"541","DUSP4","REACTOME_IMMUNE_SYSTEM"
"542","DUSP6","REACTOME_IMMUNE_SYSTEM"
"543","DUSP7","REACTOME_IMMUNE_SYSTEM"
"544","EGR1","REACTOME_IMMUNE_SYSTEM"
"545","UBR1","REACTOME_IMMUNE_SYSTEM"
"546","EIF4A1","REACTOME_IMMUNE_SYSTEM"
"547","EIF4A2","REACTOME_IMMUNE_SYSTEM"
"548","EIF4E","REACTOME_IMMUNE_SYSTEM"
"549","EIF4G1","REACTOME_IMMUNE_SYSTEM"
"550","EIF4G2","REACTOME_IMMUNE_SYSTEM"
"551","ELK1","REACTOME_IMMUNE_SYSTEM"
"552","EP300","REACTOME_IMMUNE_SYSTEM"
"553","AKT1","REACTOME_IMMUNE_SYSTEM"
"554","AKT2","REACTOME_IMMUNE_SYSTEM"
"555","PTK2B","REACTOME_IMMUNE_SYSTEM"
"556","FCGR1A","REACTOME_IMMUNE_SYSTEM"
"557","FCGR1B","REACTOME_IMMUNE_SYSTEM"
"558","FCGR2B","REACTOME_IMMUNE_SYSTEM"
"559","FCGR3A","REACTOME_IMMUNE_SYSTEM"
"560","RNF182","REACTOME_IMMUNE_SYSTEM"
"561","NLRP1","REACTOME_IMMUNE_SYSTEM"
"562","SEC31A","REACTOME_IMMUNE_SYSTEM"
"563","UBOX5","REACTOME_IMMUNE_SYSTEM"
"564","KLRK1","REACTOME_IMMUNE_SYSTEM"
"565","KIFAP3","REACTOME_IMMUNE_SYSTEM"
"566","TRIM32","REACTOME_IMMUNE_SYSTEM"
"567","FOXO1","REACTOME_IMMUNE_SYSTEM"
"568","FOXO3","REACTOME_IMMUNE_SYSTEM"
"569","RAP1GAP2","REACTOME_IMMUNE_SYSTEM"
"570","TAB2","REACTOME_IMMUNE_SYSTEM"
"571","NUP205","REACTOME_IMMUNE_SYSTEM"
"572","FLNB","REACTOME_IMMUNE_SYSTEM"
"573","PSME4","REACTOME_IMMUNE_SYSTEM"
"574","NUP210","REACTOME_IMMUNE_SYSTEM"
"575","PHLPP1","REACTOME_IMMUNE_SYSTEM"
"576","FBXW11","REACTOME_IMMUNE_SYSTEM"
"577","UBR2","REACTOME_IMMUNE_SYSTEM"
"578","ICOSLG","REACTOME_IMMUNE_SYSTEM"
"579","UBR4","REACTOME_IMMUNE_SYSTEM"
"580","SEC61G","REACTOME_IMMUNE_SYSTEM"
"581","NUP188","REACTOME_IMMUNE_SYSTEM"
"582","FOS","REACTOME_IMMUNE_SYSTEM"
"583","DDX58","REACTOME_IMMUNE_SYSTEM"
"584","MKRN1","REACTOME_IMMUNE_SYSTEM"
"585","NUP62","REACTOME_IMMUNE_SYSTEM"
"586","LY96","REACTOME_IMMUNE_SYSTEM"
"587","KIF4A","REACTOME_IMMUNE_SYSTEM"
"588","PANX1","REACTOME_IMMUNE_SYSTEM"
"589","DEFB105A","REACTOME_IMMUNE_SYSTEM"
"590","DEFB106A","REACTOME_IMMUNE_SYSTEM"
"591","DEFB107A","REACTOME_IMMUNE_SYSTEM"
"592","DEFB108B","REACTOME_IMMUNE_SYSTEM"
"593","DEFB110","REACTOME_IMMUNE_SYSTEM"
"594","DEFB112","REACTOME_IMMUNE_SYSTEM"
"595","DEFB113","REACTOME_IMMUNE_SYSTEM"
"596","DEFB114","REACTOME_IMMUNE_SYSTEM"
"597","DEFB115","REACTOME_IMMUNE_SYSTEM"
"598","DEFB116","REACTOME_IMMUNE_SYSTEM"
"599","DEFB119","REACTOME_IMMUNE_SYSTEM"
"600","DEFB121","REACTOME_IMMUNE_SYSTEM"
"601","DEFB123","REACTOME_IMMUNE_SYSTEM"
"602","DEFB124","REACTOME_IMMUNE_SYSTEM"
"603","DEFB125","REACTOME_IMMUNE_SYSTEM"
"604","DEFB128","REACTOME_IMMUNE_SYSTEM"
"605","DEFB130","REACTOME_IMMUNE_SYSTEM"
"606","CDC26","REACTOME_IMMUNE_SYSTEM"
"607","PELI3","REACTOME_IMMUNE_SYSTEM"
"608","MTOR","REACTOME_IMMUNE_SYSTEM"
"609","RICTOR","REACTOME_IMMUNE_SYSTEM"
"610","FYB","REACTOME_IMMUNE_SYSTEM"
"611","FYN","REACTOME_IMMUNE_SYSTEM"
"612","IFI6","REACTOME_IMMUNE_SYSTEM"
"613","RNF144B","REACTOME_IMMUNE_SYSTEM"
"614","UNC93B6","REACTOME_IMMUNE_SYSTEM"
"615","TAB3","REACTOME_IMMUNE_SYSTEM"
"616","RASGRP3","REACTOME_IMMUNE_SYSTEM"
"617","ARIH1","REACTOME_IMMUNE_SYSTEM"
"618","ANAPC13","REACTOME_IMMUNE_SYSTEM"
"619","RCHY1","REACTOME_IMMUNE_SYSTEM"
"620","SH2B1","REACTOME_IMMUNE_SYSTEM"
"621","DAK","REACTOME_IMMUNE_SYSTEM"
"622","WSB1","REACTOME_IMMUNE_SYSTEM"
"623","KIF26A","REACTOME_IMMUNE_SYSTEM"
"624","FBXO2","REACTOME_IMMUNE_SYSTEM"
"625","FBXW8","REACTOME_IMMUNE_SYSTEM"
"626","FBXO6","REACTOME_IMMUNE_SYSTEM"
"627","FBXO4","REACTOME_IMMUNE_SYSTEM"
"628","FBXO3","REACTOME_IMMUNE_SYSTEM"
"629","GBP1","REACTOME_IMMUNE_SYSTEM"
"630","GBP2","REACTOME_IMMUNE_SYSTEM"
"631","GH1","REACTOME_IMMUNE_SYSTEM"
"632","GH2","REACTOME_IMMUNE_SYSTEM"
"633","GHR","REACTOME_IMMUNE_SYSTEM"
"634","LAT","REACTOME_IMMUNE_SYSTEM"
"635","KLHL20","REACTOME_IMMUNE_SYSTEM"
"636","UBE2S","REACTOME_IMMUNE_SYSTEM"
"637","KIF4B","REACTOME_IMMUNE_SYSTEM"
"638","GRB2","REACTOME_IMMUNE_SYSTEM"
"639","RAPGEF1","REACTOME_IMMUNE_SYSTEM"
"640","PYCARD","REACTOME_IMMUNE_SYSTEM"
"641","TBK1","REACTOME_IMMUNE_SYSTEM"
"642","CD274","REACTOME_IMMUNE_SYSTEM"
"643","RACGAP1","REACTOME_IMMUNE_SYSTEM"
"644","PDIA3","REACTOME_IMMUNE_SYSTEM"
"645","GSK3A","REACTOME_IMMUNE_SYSTEM"
"646","BLNK","REACTOME_IMMUNE_SYSTEM"
"647","ICOS","REACTOME_IMMUNE_SYSTEM"
"648","ANAPC2","REACTOME_IMMUNE_SYSTEM"
"649","SEC61A1","REACTOME_IMMUNE_SYSTEM"
"650","ANAPC4","REACTOME_IMMUNE_SYSTEM"
"651","SH3KBP1","REACTOME_IMMUNE_SYSTEM"
"652","HCK","REACTOME_IMMUNE_SYSTEM"
"653","CFH","REACTOME_IMMUNE_SYSTEM"
"654","HGF","REACTOME_IMMUNE_SYSTEM"
"655","PIK3R4","REACTOME_IMMUNE_SYSTEM"
"656","UBE2K","REACTOME_IMMUNE_SYSTEM"
"657","HLA-A","REACTOME_IMMUNE_SYSTEM"
"658","HLA-B","REACTOME_IMMUNE_SYSTEM"
"659","HLA-C","REACTOME_IMMUNE_SYSTEM"
"660","HLA-DMA","REACTOME_IMMUNE_SYSTEM"
"661","HLA-DMB","REACTOME_IMMUNE_SYSTEM"
"662","HLA-DOA","REACTOME_IMMUNE_SYSTEM"
"663","HLA-DOB","REACTOME_IMMUNE_SYSTEM"
"664","HLA-DPA1","REACTOME_IMMUNE_SYSTEM"
"665","HLA-DPB1","REACTOME_IMMUNE_SYSTEM"
"666","HLA-DQA1","REACTOME_IMMUNE_SYSTEM"
"667","HLA-DQA2","REACTOME_IMMUNE_SYSTEM"
"668","HLA-DRB1","REACTOME_IMMUNE_SYSTEM"
"669","HLA-DRB3","REACTOME_IMMUNE_SYSTEM"
"670","HLA-DRB5","REACTOME_IMMUNE_SYSTEM"
"671","HLA-F","REACTOME_IMMUNE_SYSTEM"
"672","HLA-G","REACTOME_IMMUNE_SYSTEM"
"673","HMGB1","REACTOME_IMMUNE_SYSTEM"
"674","NR4A1","REACTOME_IMMUNE_SYSTEM"
"675","EIF4E3","REACTOME_IMMUNE_SYSTEM"
"676","HRAS","REACTOME_IMMUNE_SYSTEM"
"677","BIRC2","REACTOME_IMMUNE_SYSTEM"
"678","BIRC3","REACTOME_IMMUNE_SYSTEM"
"679","HSPA5","REACTOME_IMMUNE_SYSTEM"
"680","HSP90AB1","REACTOME_IMMUNE_SYSTEM"
"681","ICAM1","REACTOME_IMMUNE_SYSTEM"
"682","ICAM2","REACTOME_IMMUNE_SYSTEM"
"683","ICAM3","REACTOME_IMMUNE_SYSTEM"
"684","ICAM4","REACTOME_IMMUNE_SYSTEM"
"685","IRF8","REACTOME_IMMUNE_SYSTEM"
"686","CFI","REACTOME_IMMUNE_SYSTEM"
"687","IFI27","REACTOME_IMMUNE_SYSTEM"
"688","IFI35","REACTOME_IMMUNE_SYSTEM"
"689","IFIT2","REACTOME_IMMUNE_SYSTEM"
"690","IFIT1","REACTOME_IMMUNE_SYSTEM"
"691","IFIT3","REACTOME_IMMUNE_SYSTEM"
"692","IFNA1","REACTOME_IMMUNE_SYSTEM"
"693","IFNA2","REACTOME_IMMUNE_SYSTEM"
"694","IFNA4","REACTOME_IMMUNE_SYSTEM"
"695","IFNA5","REACTOME_IMMUNE_SYSTEM"
"696","IFNA6","REACTOME_IMMUNE_SYSTEM"
"697","IFNA7","REACTOME_IMMUNE_SYSTEM"
"698","IFNA8","REACTOME_IMMUNE_SYSTEM"
"699","IFNA10","REACTOME_IMMUNE_SYSTEM"
"700","IFNA14","REACTOME_IMMUNE_SYSTEM"
"701","IFNA16","REACTOME_IMMUNE_SYSTEM"
"702","IFNA17","REACTOME_IMMUNE_SYSTEM"
"703","IFNA21","REACTOME_IMMUNE_SYSTEM"
"704","IFNAR1","REACTOME_IMMUNE_SYSTEM"
"705","IFNAR2","REACTOME_IMMUNE_SYSTEM"
"706","IFNB1","REACTOME_IMMUNE_SYSTEM"
"707","IFNG","REACTOME_IMMUNE_SYSTEM"
"708","IFNGR1","REACTOME_IMMUNE_SYSTEM"
"709","IFNGR2","REACTOME_IMMUNE_SYSTEM"
"710","NUP43","REACTOME_IMMUNE_SYSTEM"
"711","APP","REACTOME_IMMUNE_SYSTEM"
"712","TICAM2","REACTOME_IMMUNE_SYSTEM"
"713","IKBKB","REACTOME_IMMUNE_SYSTEM"
"714","IL1A","REACTOME_IMMUNE_SYSTEM"
"715","IL1B","REACTOME_IMMUNE_SYSTEM"
"716","IL1R1","REACTOME_IMMUNE_SYSTEM"
"717","IL1RAP","REACTOME_IMMUNE_SYSTEM"
"718","IL1RN","REACTOME_IMMUNE_SYSTEM"
"719","IL2","REACTOME_IMMUNE_SYSTEM"
"720","IL2RA","REACTOME_IMMUNE_SYSTEM"
"721","IL2RB","REACTOME_IMMUNE_SYSTEM"
"722","IL2RG","REACTOME_IMMUNE_SYSTEM"
"723","IL3","REACTOME_IMMUNE_SYSTEM"
"724","IL3RA","REACTOME_IMMUNE_SYSTEM"
"725","IL5","REACTOME_IMMUNE_SYSTEM"
"726","IL5RA","REACTOME_IMMUNE_SYSTEM"
"727","IL6","REACTOME_IMMUNE_SYSTEM"
"728","IL6R","REACTOME_IMMUNE_SYSTEM"
"729","IL6ST","REACTOME_IMMUNE_SYSTEM"
"730","IL7","REACTOME_IMMUNE_SYSTEM"
"731","IL7R","REACTOME_IMMUNE_SYSTEM"
"732","IL18","REACTOME_IMMUNE_SYSTEM"
"733","INPPL1","REACTOME_IMMUNE_SYSTEM"
"734","IRAK1","REACTOME_IMMUNE_SYSTEM"
"735","IRAK2","REACTOME_IMMUNE_SYSTEM"
"736","IRF1","REACTOME_IMMUNE_SYSTEM"
"737","IRF2","REACTOME_IMMUNE_SYSTEM"
"738","IRF3","REACTOME_IMMUNE_SYSTEM"
"739","IRF4","REACTOME_IMMUNE_SYSTEM"
"740","IRF5","REACTOME_IMMUNE_SYSTEM"
"741","IRF6","REACTOME_IMMUNE_SYSTEM"
"742","IRF7","REACTOME_IMMUNE_SYSTEM"
"743","IRS1","REACTOME_IMMUNE_SYSTEM"
"744","ISG20","REACTOME_IMMUNE_SYSTEM"
"745","ITGAL","REACTOME_IMMUNE_SYSTEM"
"746","ITGAV","REACTOME_IMMUNE_SYSTEM"
"747","ITGB1","REACTOME_IMMUNE_SYSTEM"
"748","ITGB2","REACTOME_IMMUNE_SYSTEM"
"749","ITGB5","REACTOME_IMMUNE_SYSTEM"
"750","ITGB7","REACTOME_IMMUNE_SYSTEM"
"751","ITK","REACTOME_IMMUNE_SYSTEM"
"752","ITPR2","REACTOME_IMMUNE_SYSTEM"
"753","ITPR3","REACTOME_IMMUNE_SYSTEM"
"754","JAK1","REACTOME_IMMUNE_SYSTEM"
"755","JAK2","REACTOME_IMMUNE_SYSTEM"
"756","JAK3","REACTOME_IMMUNE_SYSTEM"
"757","JUN","REACTOME_IMMUNE_SYSTEM"
"758","ARF1","REACTOME_IMMUNE_SYSTEM"
"759","KIF2A","REACTOME_IMMUNE_SYSTEM"
"760","KIF3C","REACTOME_IMMUNE_SYSTEM"
"761","KIF5A","REACTOME_IMMUNE_SYSTEM"
"762","KIF5B","REACTOME_IMMUNE_SYSTEM"
"763","KIR2DL1","REACTOME_IMMUNE_SYSTEM"
"764","KIR2DL2","REACTOME_IMMUNE_SYSTEM"
"765","KIR2DL3","REACTOME_IMMUNE_SYSTEM"
"766","KIR2DL4","REACTOME_IMMUNE_SYSTEM"
"767","KIR2DS1","REACTOME_IMMUNE_SYSTEM"
"768","KIR2DS2","REACTOME_IMMUNE_SYSTEM"
"769","KIR3DL1","REACTOME_IMMUNE_SYSTEM"
"770","KIR3DL2","REACTOME_IMMUNE_SYSTEM"
"771","KLRC1","REACTOME_IMMUNE_SYSTEM"
"772","KLRD1","REACTOME_IMMUNE_SYSTEM"
"773","KLC1","REACTOME_IMMUNE_SYSTEM"
"774","KIF11","REACTOME_IMMUNE_SYSTEM"
"775","KIF22","REACTOME_IMMUNE_SYSTEM"
"776","KPNA1","REACTOME_IMMUNE_SYSTEM"
"777","KPNB1","REACTOME_IMMUNE_SYSTEM"
"778","KPNA2","REACTOME_IMMUNE_SYSTEM"
"779","KPNA3","REACTOME_IMMUNE_SYSTEM"
"780","KPNA4","REACTOME_IMMUNE_SYSTEM"
"781","KPNA5","REACTOME_IMMUNE_SYSTEM"
"782","KRAS","REACTOME_IMMUNE_SYSTEM"
"783","TMEM189-UBE2V1","REACTOME_IMMUNE_SYSTEM"
"784","GBP7","REACTOME_IMMUNE_SYSTEM"
"785","LBP","REACTOME_IMMUNE_SYSTEM"
"786","LCK","REACTOME_IMMUNE_SYSTEM"
"787","LCP2","REACTOME_IMMUNE_SYSTEM"
"788","LGALS3","REACTOME_IMMUNE_SYSTEM"
"789","DEFB132","REACTOME_IMMUNE_SYSTEM"
"790","LNPEP","REACTOME_IMMUNE_SYSTEM"
"791","UNC93B2","REACTOME_IMMUNE_SYSTEM"
"792","CD180","REACTOME_IMMUNE_SYSTEM"
"793","LYN","REACTOME_IMMUNE_SYSTEM"
"794","DEFB103A","REACTOME_IMMUNE_SYSTEM"
"795","MBL2","REACTOME_IMMUNE_SYSTEM"
"796","ART1","REACTOME_IMMUNE_SYSTEM"
"797","CD46","REACTOME_IMMUNE_SYSTEM"
"798","MDM2","REACTOME_IMMUNE_SYSTEM"
"799","MEF2A","REACTOME_IMMUNE_SYSTEM"
"800","MEF2C","REACTOME_IMMUNE_SYSTEM"
"801","MEFV","REACTOME_IMMUNE_SYSTEM"
"802","MAP3K1","REACTOME_IMMUNE_SYSTEM"
"803","MAP3K3","REACTOME_IMMUNE_SYSTEM"
"804","CIITA","REACTOME_IMMUNE_SYSTEM"
"805","FOXO4","REACTOME_IMMUNE_SYSTEM"
"806","MRC1","REACTOME_IMMUNE_SYSTEM"
"807","LOC441019","REACTOME_IMMUNE_SYSTEM"
"808","MT2A","REACTOME_IMMUNE_SYSTEM"
"809","TRIM37","REACTOME_IMMUNE_SYSTEM"
"810","MX1","REACTOME_IMMUNE_SYSTEM"
"811","MX2","REACTOME_IMMUNE_SYSTEM"
"812","MYD88","REACTOME_IMMUNE_SYSTEM"
"813","ATF1","REACTOME_IMMUNE_SYSTEM"
"814","NCAM1","REACTOME_IMMUNE_SYSTEM"
"815","NCF2","REACTOME_IMMUNE_SYSTEM"
"816","NCF4","REACTOME_IMMUNE_SYSTEM"
"817","NCK1","REACTOME_IMMUNE_SYSTEM"
"818","NEDD4","REACTOME_IMMUNE_SYSTEM"
"819","NFKB2","REACTOME_IMMUNE_SYSTEM"
"820","NFKBIA","REACTOME_IMMUNE_SYSTEM"
"821","NFKBIB","REACTOME_IMMUNE_SYSTEM"
"822","NFKBIE","REACTOME_IMMUNE_SYSTEM"
"823","NRAS","REACTOME_IMMUNE_SYSTEM"
"824","NUP88","REACTOME_IMMUNE_SYSTEM"
"825","OAS1","REACTOME_IMMUNE_SYSTEM"
"826","OAS2","REACTOME_IMMUNE_SYSTEM"
"827","OAS3","REACTOME_IMMUNE_SYSTEM"
"828","P2RX7","REACTOME_IMMUNE_SYSTEM"
"829","DEFB107B","REACTOME_IMMUNE_SYSTEM"
"830","DEFB104B","REACTOME_IMMUNE_SYSTEM"
"831","DEFB106B","REACTOME_IMMUNE_SYSTEM"
"832","DEFB105B","REACTOME_IMMUNE_SYSTEM"
"833","CD207","REACTOME_IMMUNE_SYSTEM"
"834","PAK1","REACTOME_IMMUNE_SYSTEM"
"835","PAK2","REACTOME_IMMUNE_SYSTEM"
"836","PARK2","REACTOME_IMMUNE_SYSTEM"
"837","TRAT1","REACTOME_IMMUNE_SYSTEM"
"838","PCBP2","REACTOME_IMMUNE_SYSTEM"
"839","SAR1B","REACTOME_IMMUNE_SYSTEM"
"840","ASB3","REACTOME_IMMUNE_SYSTEM"
"841","IRAK4","REACTOME_IMMUNE_SYSTEM"
