,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Her2+ IDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M-S10-28388_,,,,,,,,,,,,M-S10-28388_1,,,,,,,,,,,,M-S10-28388_2,,,,,,,,,,
,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel)
,4,3,1722,972,235,3,1,1,1722,972,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2397,1542,224,3,1,1,2397,1542,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2190,1854,249,3,1,1,2190,1854,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3468,2067,226,3,1,1,3468,2067,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3543,1932,231,3,1,1,3543,1932,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3417,1914,235,3,1,1,3417,1914,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3309,1875,234,3,1,1,3309,1875,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3378,2469,224,3,1,1,3378,2469,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3465,2379,230,3,1,1,3465,2379,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3495,2322,239,3,1,1,3495,2322,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3552,2436,235,3,1,1,3552,2436,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3561,2679,235,3,1,1,3561,2679,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3525,2730,233,3,1,1,3525,2730,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3327,2655,233,3,1,1,3327,2655,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3174,2613,235,3,1,1,3174,2613,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3099,2649,234,3,1,1,3099,2649,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2997,2598,235,3,1,1,2997,2598,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3036,2688,227,3,1,1,3036,2688,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2937,2661,237,3,1,1,2937,2661,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2874,2691,221,3,1,1,2874,2691,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2826,2622,241,3,1,1,2826,2622,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2370,2517,231,3,1,1,2370,2517,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2142,2415,224,3,1,1,2142,2415,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1674,2697,233,3,1,1,1674,2697,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2277,1716,242,3,1,1,2277,1716,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,2079,1725,204,3,1,1,2079,1725,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1164,2607,241,3,1,1,1164,2607,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1143,2721,227,3,1,1,1143,2721,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1230,2619,233,3,1,1,1230,2619,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1224,2520,233,3,1,1,1224,2520,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1233,2427,249,3,1,1,1233,2427,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,1317,2595,234,3,1,1,1317,2595,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3561,1422,233,3,1,1,3561,1422,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3585,918,234,3,1,1,3585,918,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3567,825,227,3,1,1,3567,825,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3573,687,228,3,1,1,3573,687,0,,,,,,,,,,,,,,,,,,,,,,,,
,4,3,3555,600,234,3,1,1,3555,600,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1572,306,250,3,1,1,1572,306,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1608,342,216,3,1,1,1608,342,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1659,387,248,3,1,1,1659,387,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1575,390,230,3,1,1,1575,390,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1521,399,249,3,1,1,1521,399,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1860,825,260,3,1,1,1860,825,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,2175,441,218,3,1,1,2175,441,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,2001,246,234,3,1,1,2001,246,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1815,87,243,3,1,1,1815,87,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1116,984,214,3,1,1,1116,984,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,921,1113,251,3,1,1,921,1113,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,954,1155,233,3,1,1,954,1155,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,966,1203,233,3,1,1,966,1203,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,930,1200,237,3,1,1,930,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,939,1401,236,3,1,1,939,1401,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1008,1386,244,3,1,1,1008,1386,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,882,1410,235,3,1,1,882,1410,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,849,1362,247,3,1,1,849,1362,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,942,1455,241,3,1,1,942,1455,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,984,1455,229,3,1,1,984,1455,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,948,1533,248,3,1,1,948,1533,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,960,1650,220,3,1,1,960,1650,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,996,1611,229,3,1,1,996,1611,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1065,1641,228,3,1,1,1065,1641,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,903,1743,467,3,1,1,903,1743,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1329,1752,247,3,1,1,1329,1752,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1356,1725,239,3,1,1,1356,1725,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,744,1938,241,3,1,1,744,1938,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,687,2043,217,3,1,1,687,2043,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,759,2028,238,3,1,1,759,2028,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,570,2034,234,3,1,1,570,2034,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,771,2244,233,3,1,1,771,2244,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,723,2391,220,3,1,1,723,2391,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,897,2316,210,3,1,1,897,2316,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,900,2262,236,3,1,1,900,2262,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,921,2334,220,3,1,1,921,2334,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,978,2337,240,3,1,1,978,2337,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,999,2277,245,3,1,1,999,2277,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1011,2223,239,3,1,1,1011,2223,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,888,2445,221,3,1,1,888,2445,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,819,2409,236,3,1,1,819,2409,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,816,2682,219,3,1,1,816,2682,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,978,2622,228,3,1,1,978,2622,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1143,2403,239,3,1,1,1143,2403,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,990,2067,217,3,1,1,990,2067,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,897,2037,215,3,1,1,897,2037,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1050,2061,217,3,1,1,1050,2061,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,876,1989,227,3,1,1,876,1989,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,828,1956,256,3,1,1,828,1956,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,699,1614,223,3,1,1,699,1614,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,681,1551,261,3,1,1,681,1551,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,468,1524,226,3,1,1,468,1524,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,393,1512,232,3,1,1,393,1512,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,261,1503,226,3,1,1,261,1503,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,225,1404,236,3,1,1,225,1404,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,228,1353,220,3,1,1,228,1353,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,165,1347,235,3,1,1,165,1347,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,135,1278,222,3,1,1,135,1278,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,129,1224,228,3,1,1,129,1224,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,99,1278,236,3,1,1,99,1278,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,57,1164,245,3,1,1,57,1164,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,48,1086,243,3,1,1,48,1086,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,21,780,220,3,1,1,21,780,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,963,732,230,3,1,1,963,732,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,1020,726,238,3,1,1,1020,726,0,,,,,,,,,,,,,,,,,,,,,,,,
,8,3,2739,1320,249,3,1,1,2739,1320,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M-S11-22163_,,,,,,,,,,,,M-S11-22163_1,,,,,,,,,,,,M-S11-22163_4,,,,,,,,,,
,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel)
,1,1,90,369,668,1,1,1,90,369,0,,1,1,156,612,947,1,1,1,156,612,0,,8,1,738,2601,814,1,1,1,738,2601,0
,1,1,123,399,723,1,1,1,123,399,0,,1,1,144,672,515,1,1,1,144,672,0,,8,1,702,2580,664,1,1,1,702,2580,0
,1,1,534,1038,653,1,1,1,534,1038,0,,1,1,84,666,682,1,1,1,84,666,0,,8,1,672,2580,710,1,1,1,672,2580,0
,1,1,510,1002,935,1,1,1,510,1002,0,,1,1,696,237,1353,1,1,1,696,237,0,,8,1,582,2388,438,1,1,1,582,2388,0
,1,1,468,984,662,1,1,1,468,984,0,,1,1,408,249,484,1,1,1,408,249,0,,8,1,516,2223,734,1,1,1,516,2223,0
,1,1,318,1014,534,1,1,1,318,1014,0,,1,1,1716,318,730,1,1,1,1716,318,0,,8,1,531,2136,754,1,1,1,531,2136,0
,1,1,279,978,645,1,1,1,279,978,0,,1,1,1437,228,667,1,1,1,1437,228,0,,8,1,642,2184,766,1,1,1,642,2184,0
,1,1,207,1038,377,1,1,1,207,1038,0,,1,1,498,2457,954,1,1,1,498,2457,0,,8,1,660,2394,791,1,1,1,660,2394,0
,1,1,528,1326,837,1,1,1,528,1326,0,,8,1,108,855,573,1,1,1,108,855,0,,8,1,813,2418,755,1,1,1,813,2418,0
,1,1,546,1386,783,1,1,1,546,1386,0,,8,1,96,771,618,1,1,1,96,771,0,,8,1,945,2382,1006,1,1,1,945,2382,0
,1,1,1107,510,1373,1,1,1,1107,510,0,,8,1,72,774,618,1,1,1,72,774,0,,8,1,1005,2217,635,1,1,1,1005,2217,0
,1,1,1083,474,624,1,1,1,1083,474,0,,8,1,66,813,672,1,1,1,66,813,0,,8,1,1008,2442,787,1,1,1,1008,2442,0
,1,1,1311,435,693,1,1,1,1311,435,0,,8,1,141,663,800,1,1,1,141,663,0,,8,1,1005,2487,848,1,1,1,1005,2487,0
,1,1,3033,228,869,1,1,1,3033,228,0,,8,1,153,627,759,1,1,1,153,627,0,,8,1,1071,2475,494,1,1,1,1071,2475,0
,1,1,483,1506,699,1,1,1,483,1506,0,,8,1,81,660,806,1,1,1,81,660,0,,8,1,1167,2445,531,1,1,1,1167,2445,0
,1,1,435,1473,622,1,1,1,435,1473,0,,8,1,171,510,709,1,1,1,171,510,0,,8,1,1137,2394,365,1,1,1,1137,2394,0
,1,1,714,906,987,1,1,1,714,906,0,,8,1,129,507,612,1,1,1,129,507,0,,8,1,1212,2523,584,1,1,1,1212,2523,0
,8,1,735,2130,1108,1,1,1,735,2130,0,,8,1,135,459,992,1,1,1,135,459,0,,8,1,1152,2514,588,1,1,1,1152,2514,0
,8,1,537,2538,1086,1,1,1,537,2538,0,,8,1,126,348,489,1,1,1,126,348,0,,8,1,1317,2478,457,1,1,1,1317,2478,0
,8,1,573,2427,334,1,1,1,573,2427,0,,8,1,117,153,849,1,1,1,117,153,0,,8,1,1389,2553,692,1,1,1,1389,2553,0
,8,1,843,2571,1382,1,1,1,843,2571,0,,8,1,93,111,617,1,1,1,93,111,0,,8,1,1458,2637,397,1,1,1,1458,2637,0
,8,1,768,1923,389,1,1,1,768,1923,0,,8,1,450,282,943,1,1,1,450,282,0,,8,1,1473,2607,654,1,1,1,1473,2607,0
,8,1,783,1875,306,1,1,1,783,1875,0,,8,1,507,273,716,1,1,1,507,273,0,,8,1,1665,2706,752,1,1,1,1665,2706,0
,8,1,804,1800,844,1,1,1,804,1800,0,,8,1,408,261,608,1,1,1,408,261,0,,8,1,1773,2388,893,1,1,1,1773,2388,0
,8,1,477,2253,463,1,1,1,477,2253,0,,8,1,282,498,442,1,1,1,282,498,0,,8,1,1779,2496,510,1,1,1,1779,2496,0
,8,1,519,2139,790,1,1,1,519,2139,0,,8,1,294,543,774,1,1,1,294,543,0,,8,1,1947,2499,768,1,1,1,1947,2499,0
,8,1,279,1884,732,1,1,1,279,1884,0,,8,1,336,666,561,1,1,1,336,666,0,,8,1,1965,2379,837,1,1,1,1965,2379,0
,8,1,321,1854,644,1,1,1,321,1854,0,,8,1,552,507,1110,1,1,1,552,507,0,,8,1,1992,2316,842,1,1,1,1992,2316,0
,8,1,204,1830,555,1,1,1,204,1830,0,,8,1,636,510,317,1,1,1,636,510,0,,8,1,2112,2331,1250,1,1,1,2112,2331,0
,8,1,228,1752,593,1,1,1,228,1752,0,,8,1,495,393,905,1,1,1,495,393,0,,8,1,2031,2382,707,1,1,1,2031,2382,0
,8,1,246,1677,305,1,1,1,246,1677,0,,8,1,702,324,1082,1,1,1,702,324,0,,8,1,2172,2388,910,1,1,1,2172,2388,0
,8,1,423,1689,845,1,1,1,423,1689,0,,8,1,693,255,1476,1,1,1,693,255,0,,8,1,2235,2397,790,1,1,1,2235,2397,0
,8,1,510,1626,743,1,1,1,510,1626,0,,8,1,633,207,331,1,1,1,633,207,0,,8,1,2232,2436,831,1,1,1,2232,2436,0
,8,1,420,1509,837,1,1,1,420,1509,0,,8,1,678,138,301,1,1,1,678,138,0,,8,1,2295,2412,653,1,1,1,2295,2412,0
,8,1,477,1515,677,1,1,1,477,1515,0,,8,1,705,138,653,1,1,1,705,138,0,,8,1,2301,2325,658,1,1,1,2301,2325,0
,8,1,450,1482,687,1,1,1,450,1482,0,,8,1,585,42,366,1,1,1,585,42,0,,8,1,2226,2334,513,1,1,1,2226,2334,0
,8,1,354,1479,731,1,1,1,354,1479,0,,8,1,504,807,1176,1,1,1,504,807,0,,8,1,2217,2229,1106,1,1,1,2217,2229,0
,8,1,273,1425,543,1,1,1,273,1425,0,,8,1,87,993,457,1,1,1,87,993,0,,8,1,2175,2292,392,1,1,1,2175,2292,0
,8,1,141,1494,784,1,1,1,141,1494,0,,8,1,267,1299,247,1,1,1,267,1299,0,,8,1,2391,2196,639,1,1,1,2391,2196,0
,8,1,87,1551,457,1,1,1,87,1551,0,,8,1,54,1455,329,1,1,1,54,1455,0,,8,1,2463,2136,602,1,1,1,2463,2136,0
,8,1,216,1218,711,1,1,1,216,1218,0,,8,1,39,1383,694,1,1,1,39,1383,0,,8,1,2454,2040,536,1,1,1,2454,2040,0
,8,1,360,1326,772,1,1,1,360,1326,0,,8,1,273,1413,775,1,1,1,273,1413,0,,8,1,2520,2007,877,1,1,1,2520,2007,0
,8,1,420,1308,782,1,1,1,420,1308,0,,8,1,687,1368,1071,1,1,1,687,1368,0,,8,1,2577,2115,800,1,1,1,2577,2115,0
,8,1,444,1359,752,1,1,1,444,1359,0,,8,1,729,1449,391,1,1,1,729,1449,0,,8,1,2616,2178,819,1,1,1,2616,2178,0
,8,1,465,1311,864,1,1,1,465,1311,0,,8,1,270,2280,662,1,1,1,270,2280,0,,8,1,2511,2214,648,1,1,1,2511,2214,0
,8,1,546,1395,749,1,1,1,546,1395,0,,8,1,174,2622,784,1,1,1,174,2622,0,,8,1,2586,2391,396,1,1,1,2586,2391,0
,8,1,540,1314,997,1,1,1,540,1314,0,,8,1,519,2439,644,1,1,1,519,2439,0,,8,1,2403,2460,466,1,1,1,2403,2460,0
,8,1,750,1494,402,1,1,1,750,1494,0,,8,1,537,2262,345,1,1,1,537,2262,0,,8,1,2367,2433,735,1,1,1,2367,2433,0
,8,1,666,1221,1129,1,1,1,666,1221,0,,8,1,603,1740,815,1,1,1,603,1740,0,,8,1,2259,2469,462,1,1,1,2259,2469,0
,8,1,915,1017,569,1,1,1,915,1017,0,,8,1,543,1686,679,1,1,1,543,1686,0,,8,1,2448,2568,515,1,1,1,2448,2568,0
,8,1,750,996,706,1,1,1,750,996,0,,8,1,1032,2412,1017,1,1,1,1032,2412,0,,8,1,2493,2571,526,1,1,1,2493,2571,0
,8,1,735,912,889,1,1,1,735,912,0,,8,1,1113,2268,320,1,1,1,1113,2268,0,,8,1,2361,2685,481,1,1,1,2361,2685,0
,8,1,624,948,530,1,1,1,624,948,0,,8,1,1212,2340,598,1,1,1,1212,2340,0,,8,1,2379,2655,638,1,1,1,2379,2655,0
,8,1,657,897,760,1,1,1,657,897,0,,8,1,1224,2451,634,1,1,1,1224,2451,0,,8,1,2457,2730,321,1,1,1,2457,2730,0
,8,1,621,831,818,1,1,1,621,831,0,,8,1,870,2226,450,1,1,1,870,2226,0,,8,1,2514,2685,696,1,1,1,2514,2685,0
,8,1,597,876,779,1,1,1,597,876,0,,8,1,888,1995,692,1,1,1,888,1995,0,,8,1,2598,2694,619,1,1,1,2598,2694,0
,8,1,519,870,988,1,1,1,519,870,0,,8,1,861,1641,1094,1,1,1,861,1641,0,,8,1,2613,2658,654,1,1,1,2613,2658,0
,8,1,447,909,835,1,1,1,447,909,0,,8,1,828,1479,847,1,1,1,828,1479,0,,8,1,2607,2613,620,1,1,1,2607,2613,0
,8,1,453,972,829,1,1,1,453,972,0,,8,1,942,1323,1051,1,1,1,942,1323,0,,8,1,2670,2616,569,1,1,1,2670,2616,0
,8,1,513,993,693,1,1,1,513,993,0,,8,1,804,948,852,1,1,1,804,948,0,,8,1,2721,2619,337,1,1,1,2721,2619,0
,8,1,534,1029,712,1,1,1,534,1029,0,,8,1,1164,738,320,1,1,1,1164,738,0,,8,1,2634,2535,681,1,1,1,2634,2535,0
,8,1,600,1020,687,1,1,1,600,1020,0,,8,1,1461,672,493,1,1,1,1461,672,0,,8,1,2616,2499,580,1,1,1,2616,2499,0
,8,1,612,1086,493,1,1,1,612,1086,0,,8,1,1641,585,425,1,1,1,1641,585,0,,8,1,2589,2535,784,1,1,1,2589,2535,0
,8,1,504,1056,960,1,1,1,504,1056,0,,8,1,1521,477,577,1,1,1,1521,477,0,,8,1,2631,2373,851,1,1,1,2631,2373,0
,8,1,438,1056,453,1,1,1,438,1056,0,,8,1,1698,324,1279,1,1,1,1698,324,0,,8,1,2664,2301,788,1,1,1,2664,2301,0
,8,1,420,1002,827,1,1,1,420,1002,0,,8,1,1971,267,266,1,1,1,1971,267,0,,8,1,2748,2253,1261,1,1,1,2748,2253,0
,8,1,324,1005,559,1,1,1,324,1005,0,,8,1,1869,36,1067,1,1,1,1869,36,0,,8,1,2739,2235,1042,1,1,1,2739,2235,0
,8,1,297,990,661,1,1,1,297,990,0,,8,1,1440,213,1235,1,1,1,1440,213,0,,8,1,2937,2460,589,1,1,1,2937,2460,0
,8,1,285,912,529,1,1,1,285,912,0,,8,1,2016,2370,407,1,1,1,2016,2370,0,,8,1,3057,2349,1431,1,1,1,3057,2349,0
,8,1,249,813,513,1,1,1,249,813,0,,1,3,1860,48,238,3,1,1,1860,48,0,,8,1,3330,2265,750,1,1,1,3330,2265,0
,8,1,261,777,583,1,1,1,261,777,0,,1,3,177,492,223,3,1,1,177,492,0,,8,1,3402,2238,1083,1,1,1,3402,2238,0
,8,1,234,990,457,1,1,1,234,990,0,,1,3,57,1002,222,3,1,1,57,1002,0,,8,1,3393,2211,1204,1,1,1,3393,2211,0
,8,1,198,1023,470,1,1,1,198,1023,0,,1,3,828,936,224,3,1,1,828,936,0,,8,1,3528,2148,1279,1,1,1,3528,2148,0
,8,1,210,1095,484,1,1,1,210,1095,0,,1,3,87,111,226,3,1,1,87,111,0,,8,1,3495,2178,805,1,1,1,3495,2178,0
,8,1,300,1116,458,1,1,1,300,1116,0,,1,3,108,165,229,3,1,1,108,165,0,,8,1,2814,2256,1040,1,1,1,2814,2256,0
,8,1,378,1107,294,1,1,1,378,1107,0,,1,3,624,213,219,3,1,1,624,213,0,,8,1,2820,2223,756,1,1,1,2820,2223,0
,8,1,90,996,551,1,1,1,90,996,0,,1,3,246,1281,221,3,1,1,246,1281,0,,8,1,2805,2097,1575,1,1,1,2805,2097,0
,8,1,102,1056,406,1,1,1,102,1056,0,,1,3,135,468,224,3,1,1,135,468,0,,8,1,2805,2070,944,1,1,1,2805,2070,0
,8,1,33,1086,377,1,1,1,33,1086,0,,1,3,129,522,223,3,1,1,129,522,0,,8,1,2733,2052,891,1,1,1,2733,2052,0
,8,1,27,1164,408,1,1,1,27,1164,0,,1,3,546,504,229,3,1,1,546,504,0,,8,1,2733,1974,914,1,1,1,2733,1974,0
,8,1,69,936,326,1,1,1,69,936,0,,1,3,1641,567,219,3,1,1,1641,567,0,,8,1,2652,1977,880,1,1,1,2652,1977,0
,8,1,114,750,642,1,1,1,114,750,0,,1,3,1506,492,238,3,1,1,1506,492,0,,8,1,2631,2025,498,1,1,1,2631,2025,0
,8,1,171,714,462,1,1,1,171,714,0,,1,3,159,2622,226,3,1,1,159,2622,0,,8,1,2619,2061,342,1,1,1,2619,2061,0
,8,1,168,642,614,1,1,1,168,642,0,,2,3,447,309,231,3,1,1,447,309,0,,8,1,2673,1914,324,1,1,1,2673,1914,0
,8,1,147,594,696,1,1,1,147,594,0,,2,3,525,270,246,3,1,1,525,270,0,,8,1,2742,1896,942,1,1,1,2742,1896,0
,8,1,93,660,589,1,1,1,93,660,0,,2,3,675,147,213,3,1,1,675,147,0,,8,1,2742,1818,873,1,1,1,2742,1818,0
,8,1,63,606,563,1,1,1,63,606,0,,2,3,708,147,223,3,1,1,708,147,0,,8,1,2718,1761,866,1,1,1,2718,1761,0
,8,1,129,519,684,1,1,1,129,519,0,,2,3,126,345,235,3,1,1,126,345,0,,8,1,2670,1650,887,1,1,1,2670,1650,0
,8,1,168,462,576,1,1,1,168,462,0,,2,3,291,507,211,3,1,1,291,507,0,,8,1,2778,1497,628,1,1,1,2778,1497,0
,8,1,117,402,727,1,1,1,117,402,0,,2,3,294,579,233,3,1,1,294,579,0,,8,1,2754,1428,890,1,1,1,2754,1428,0
,8,1,96,372,629,1,1,1,96,372,0,,2,3,342,681,224,3,1,1,342,681,0,,8,1,2919,1338,741,1,1,1,2919,1338,0
,8,1,147,258,561,1,1,1,147,258,0,,2,3,507,810,229,3,1,1,507,810,0,,8,1,2928,1299,906,1,1,1,2928,1299,0
,8,1,189,168,702,1,1,1,189,168,0,,2,3,639,516,213,3,1,1,639,516,0,,8,1,2934,1260,1210,1,1,1,2934,1260,0
,8,1,87,138,576,1,1,1,87,138,0,,2,3,111,852,222,3,1,1,111,852,0,,8,1,2985,1209,1021,1,1,1,2985,1209,0
,8,1,27,195,380,1,1,1,27,195,0,,2,3,75,822,218,3,1,1,75,822,0,,8,1,2988,1089,960,1,1,1,2988,1089,0
,8,1,33,426,723,1,1,1,33,426,0,,2,3,66,774,236,3,1,1,66,774,0,,8,1,2832,1026,547,1,1,1,2832,1026,0
,8,1,33,483,396,1,1,1,33,483,0,,2,3,111,771,225,3,1,1,111,771,0,,8,1,3036,639,1361,1,1,1,3036,639,0
,8,1,279,378,654,1,1,1,279,378,0,,2,3,42,1380,238,3,1,1,42,1380,0,,8,1,3033,612,369,1,1,1,3033,612,0
,8,1,327,372,738,1,1,1,327,372,0,,2,3,54,1464,239,3,1,1,54,1464,0,,8,1,2985,474,1718,1,1,1,2985,474,0
,8,1,411,384,407,1,1,1,411,384,0,,2,3,261,1416,225,3,1,1,261,1416,0,,8,1,3042,177,1692,1,1,1,3042,177,0
,8,1,399,435,850,1,1,1,399,435,0,,2,3,549,1671,220,3,1,1,549,1671,0,,8,1,3090,135,364,1,1,1,3090,135,0
,8,1,390,561,955,1,1,1,390,561,0,,2,3,603,1740,245,3,1,1,603,1740,0,,8,1,3099,186,1498,1,1,1,3099,186,0
,8,1,366,597,855,1,1,1,366,597,0,,2,3,726,1365,216,3,1,1,726,1365,0,,8,1,3015,45,1504,1,1,1,3015,45,0
,8,1,366,627,1026,1,1,1,366,627,0,,2,3,720,1434,232,3,1,1,720,1434,0,,8,1,3204,1443,1563,1,1,1,3204,1443,0
,8,1,408,717,941,1,1,1,408,717,0,,2,3,828,1479,220,3,1,1,828,1479,0,,8,1,2958,1749,1242,1,1,1,2958,1749,0
,8,1,471,705,819,1,1,1,471,705,0,,2,3,939,1326,224,3,1,1,939,1326,0,,1,3,3003,1215,241,3,1,1,3003,1215,0
,8,1,582,675,1012,1,1,1,582,675,0,,2,3,834,1656,212,3,1,1,834,1656,0,,1,3,2988,1089,233,3,1,1,2988,1089,0
,8,1,756,603,730,1,1,1,756,603,0,,2,3,879,1971,221,3,1,1,879,1971,0,,1,3,3006,36,248,3,1,1,3006,36,0
,8,1,861,564,767,1,1,1,861,564,0,,2,3,858,2232,233,3,1,1,858,2232,0,,1,3,2988,480,227,3,1,1,2988,480,0
,8,1,1092,516,1603,1,1,1,1092,516,0,,2,3,1119,2277,207,3,1,1,1119,2277,0,,1,3,2724,1761,237,3,1,1,2724,1761,0
