,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Her2+ IDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M-S10-28388_,,,,,,,,,,,,M-S10-28388_1,,,,,,,,,,,,M-S10-28388_2,,,,,,,,,,
,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel)
,2,4,600,2328,263,4,1,1,600,2328,0,,,,,,,,,,,,,,3,3,1542,1569,823,3,1,1,1542,1569,0
,2,4,579,2268,327,4,1,1,579,2268,0,,,,,,,,,,,,,,3,3,1617,1665,637,3,1,1,1617,1665,0
,2,4,582,2232,386,4,1,1,582,2232,0,,,,,,,,,,,,,,3,3,1695,1686,435,3,1,1,1695,1686,0
,2,4,612,2226,393,4,1,1,612,2226,0,,,,,,,,,,,,,,3,3,1596,1761,556,3,1,1,1596,1761,0
,2,4,549,2511,428,4,1,1,549,2511,0,,,,,,,,,,,,,,3,3,1698,1554,601,3,1,1,1698,1554,0
,2,4,663,2532,348,4,1,1,663,2532,0,,,,,,,,,,,,,,3,3,1647,1509,574,3,1,1,1647,1509,0
,2,4,828,2211,316,4,1,1,828,2211,0,,,,,,,,,,,,,,3,3,1548,1428,575,3,1,1,1548,1428,0
,2,4,1227,1698,276,4,1,1,1227,1698,0,,,,,,,,,,,,,,3,3,1611,1389,654,3,1,1,1611,1389,0
,2,4,1197,1608,316,4,1,1,1197,1608,0,,,,,,,,,,,,,,3,3,1761,1503,664,3,1,1,1761,1503,0
,2,4,36,1335,293,4,1,1,36,1335,0,,,,,,,,,,,,,,3,3,1719,1416,676,3,1,1,1719,1416,0
,2,4,93,1410,393,4,1,1,93,1410,0,,,,,,,,,,,,,,3,3,1875,1455,411,3,1,1,1875,1455,0
,2,4,171,1854,436,4,1,1,171,1854,0,,,,,,,,,,,,,,3,3,1935,1542,666,3,1,1,1935,1542,0
,2,4,255,1833,365,4,1,1,255,1833,0,,,,,,,,,,,,,,3,3,2010,1611,444,3,1,1,2010,1611,0
,3,4,609,2475,268,4,1,1,609,2475,0,,,,,,,,,,,,,,3,3,2034,1626,402,3,1,1,2034,1626,0
,3,4,696,2430,247,4,1,1,696,2430,0,,,,,,,,,,,,,,3,3,2118,1710,622,3,1,1,2118,1710,0
,3,4,1548,1992,236,4,1,1,1548,1992,0,,,,,,,,,,,,,,3,3,1980,1788,369,3,1,1,1980,1788,0
,3,4,1524,1905,237,4,1,1,1524,1905,0,,,,,,,,,,,,,,3,3,2160,1659,453,3,1,1,2160,1659,0
,3,4,1503,1839,240,4,1,1,1503,1839,0,,,,,,,,,,,,,,3,3,2199,1761,323,3,1,1,2199,1761,0
,3,4,1548,1746,240,4,1,1,1548,1746,0,,,,,,,,,,,,,,3,3,2238,1845,423,3,1,1,2238,1845,0
,3,4,1608,1713,234,4,1,1,1608,1713,0,,,,,,,,,,,,,,3,3,2211,1953,473,3,1,1,2211,1953,0
,3,4,1596,1656,234,4,1,1,1596,1656,0,,,,,,,,,,,,,,3,3,2220,2028,397,3,1,1,2220,2028,0
,3,4,1680,1629,247,4,1,1,1680,1629,0,,,,,,,,,,,,,,3,3,2202,2097,456,3,1,1,2202,2097,0
,3,4,1716,1683,228,4,1,1,1716,1683,0,,,,,,,,,,,,,,3,3,2193,2163,425,3,1,1,2193,2163,0
,3,4,1815,1749,223,4,1,1,1815,1749,0,,,,,,,,,,,,,,3,3,2103,2115,543,3,1,1,2103,2115,0
,3,4,1770,1668,231,4,1,1,1770,1668,0,,,,,,,,,,,,,,3,3,2022,2262,550,3,1,1,2022,2262,0
,3,4,1743,1608,240,4,1,1,1743,1608,0,,,,,,,,,,,,,,3,3,1905,2325,323,3,1,1,1905,2325,0
,3,4,1866,1803,224,4,1,1,1866,1803,0,,,,,,,,,,,,,,3,3,1905,2412,283,3,1,1,1905,2412,0
,3,4,1851,1845,232,4,1,1,1851,1845,0,,,,,,,,,,,,,,3,3,1827,2364,707,3,1,1,1827,2364,0
,3,4,1884,1908,235,4,1,1,1884,1908,0,,,,,,,,,,,,,,3,3,1797,2421,593,3,1,1,1797,2421,0
,3,4,1884,1971,243,4,1,1,1884,1971,0,,,,,,,,,,,,,,3,3,1839,2202,558,3,1,1,1839,2202,0
,3,4,1812,2052,233,4,1,1,1812,2052,0,,,,,,,,,,,,,,3,3,1722,2022,529,3,1,1,1722,2022,0
,3,4,1743,2073,227,4,1,1,1743,2073,0,,,,,,,,,,,,,,3,3,1659,2121,446,3,1,1,1659,2121,0
,3,4,1656,2061,234,4,1,1,1656,2061,0,,,,,,,,,,,,,,3,3,1656,2238,777,3,1,1,1656,2238,0
,3,4,1632,2013,246,4,1,1,1632,2013,0,,,,,,,,,,,,,,3,3,1626,2223,534,3,1,1,1626,2223,0
,3,4,1590,2061,239,4,1,1,1590,2061,0,,,,,,,,,,,,,,3,3,1602,2316,523,3,1,1,1602,2316,0
,3,4,2772,558,238,4,1,1,2772,558,0,,,,,,,,,,,,,,3,3,1599,2391,464,3,1,1,1599,2391,0
,3,4,2721,531,224,4,1,1,2721,531,0,,,,,,,,,,,,,,3,3,1542,2544,315,3,1,1,1542,2544,0
,3,4,2799,444,243,4,1,1,2799,444,0,,,,,,,,,,,,,,3,3,1443,2625,508,3,1,1,1443,2625,0
,3,4,2862,381,231,4,1,1,2862,381,0,,,,,,,,,,,,,,3,3,1410,2688,479,3,1,1,1410,2688,0
,3,4,2865,327,230,4,1,1,2865,327,0,,,,,,,,,,,,,,3,3,1509,2688,611,3,1,1,1509,2688,0
,3,4,2880,273,232,4,1,1,2880,273,0,,,,,,,,,,,,,,3,3,1671,2655,364,3,1,1,1671,2655,0
,3,4,2970,243,245,4,1,1,2970,243,0,,,,,,,,,,,,,,3,3,1437,1995,493,3,1,1,1437,1995,0
,3,4,2958,312,222,4,1,1,2958,312,0,,,,,,,,,,,,,,3,3,1428,1893,482,3,1,1,1428,1893,0
,3,4,3048,297,220,4,1,1,3048,297,0,,,,,,,,,,,,,,3,3,1458,1833,518,3,1,1,1458,1833,0
,3,4,2985,363,245,4,1,1,2985,363,0,,,,,,,,,,,,,,3,3,1590,1830,496,3,1,1,1590,1830,0
,3,4,3009,414,227,4,1,1,3009,414,0,,,,,,,,,,,,,,3,3,774,2094,484,3,1,1,774,2094,0
,3,4,2940,423,229,4,1,1,2940,423,0,,,,,,,,,,,,,,3,3,717,2037,524,3,1,1,717,2037,0
,3,4,2985,495,235,4,1,1,2985,495,0,,,,,,,,,,,,,,3,3,792,1896,470,3,1,1,792,1896,0
,3,4,2943,549,232,4,1,1,2943,549,0,,,,,,,,,,,,,,3,3,861,1944,511,3,1,1,861,1944,0
,3,4,2925,477,234,4,1,1,2925,477,0,,,,,,,,,,,,,,3,3,867,2085,450,3,1,1,867,2085,0
,3,4,2886,516,236,4,1,1,2886,516,0,,,,,,,,,,,,,,3,3,915,1902,579,3,1,1,915,1902,0
,3,4,2847,453,263,4,1,1,2847,453,0,,,,,,,,,,,,,,3,3,864,1797,590,3,1,1,864,1797,0
,3,4,2832,576,234,4,1,1,2832,576,0,,,,,,,,,,,,,,3,3,819,1719,490,3,1,1,819,1719,0
,3,4,2658,537,229,4,1,1,2658,537,0,,,,,,,,,,,,,,3,3,657,1635,721,3,1,1,657,1635,0
,3,4,2631,591,236,4,1,1,2631,591,0,,,,,,,,,,,,,,3,3,597,1716,480,3,1,1,597,1716,0
,3,4,2613,621,231,4,1,1,2613,621,0,,,,,,,,,,,,,,3,3,573,1830,434,3,1,1,573,1830,0
,3,4,2517,621,229,4,1,1,2517,621,0,,,,,,,,,,,,,,3,3,612,1926,389,3,1,1,612,1926,0
,3,4,2463,588,238,4,1,1,2463,588,0,,,,,,,,,,,,,,3,3,774,1662,533,3,1,1,774,1662,0
,3,4,2457,513,236,4,1,1,2457,513,0,,,,,,,,,,,,,,3,3,669,1491,640,3,1,1,669,1491,0
,3,4,2547,444,240,4,1,1,2547,444,0,,,,,,,,,,,,,,3,3,759,1455,690,3,1,1,759,1455,0
,3,4,2508,351,228,4,1,1,2508,351,0,,,,,,,,,,,,,,3,3,825,1395,387,3,1,1,825,1395,0
,3,4,2622,402,239,4,1,1,2622,402,0,,,,,,,,,,,,,,3,3,798,1317,561,3,1,1,798,1317,0
,3,4,2640,468,242,4,1,1,2640,468,0,,,,,,,,,,,,,,3,3,705,1347,547,3,1,1,705,1347,0
,3,4,2601,297,226,4,1,1,2601,297,0,,,,,,,,,,,,,,3,3,660,1395,668,3,1,1,660,1395,0
,3,4,2616,165,226,4,1,1,2616,165,0,,,,,,,,,,,,,,3,3,741,1269,717,3,1,1,741,1269,0
,3,4,2634,87,222,4,1,1,2634,87,0,,,,,,,,,,,,,,3,3,819,1188,500,3,1,1,819,1188,0
,3,4,2769,60,235,4,1,1,2769,60,0,,,,,,,,,,,,,,3,3,885,1239,594,3,1,1,885,1239,0
,3,4,2787,150,240,4,1,1,2787,150,0,,,,,,,,,,,,,,3,3,903,1323,428,3,1,1,903,1323,0
,3,4,2778,216,237,4,1,1,2778,216,0,,,,,,,,,,,,,,3,3,939,1368,589,3,1,1,939,1368,0
,3,4,2718,264,235,4,1,1,2718,264,0,,,,,,,,,,,,,,3,3,1071,1263,551,3,1,1,1071,1263,0
,3,4,2700,342,228,4,1,1,2700,342,0,,,,,,,,,,,,,,3,3,999,1170,702,3,1,1,999,1170,0
,3,4,3168,513,234,4,1,1,3168,513,0,,,,,,,,,,,,,,3,3,1026,1095,526,3,1,1,1026,1095,0
,3,4,3135,540,235,4,1,1,3135,540,0,,,,,,,,,,,,,,3,3,1062,1056,410,3,1,1,1062,1056,0
,3,4,3117,576,229,4,1,1,3117,576,0,,,,,,,,,,,,,,3,3,1023,1026,680,3,1,1,1023,1026,0
,3,4,3117,693,227,4,1,1,3117,693,0,,,,,,,,,,,,,,3,3,945,1077,711,3,1,1,945,1077,0
,3,4,3141,825,219,4,1,1,3141,825,0,,,,,,,,,,,,,,3,3,930,981,407,3,1,1,930,981,0
,3,4,3192,819,224,4,1,1,3192,819,0,,,,,,,,,,,,,,3,3,1083,993,454,3,1,1,1083,993,0
,3,4,3162,768,231,4,1,1,3162,768,0,,,,,,,,,,,,,,3,3,1116,912,357,3,1,1,1116,912,0
,3,4,3189,717,232,4,1,1,3189,717,0,,,,,,,,,,,,,,3,3,1110,816,588,3,1,1,1110,816,0
,3,4,3312,756,220,4,1,1,3312,756,0,,,,,,,,,,,,,,3,3,1122,765,582,3,1,1,1122,765,0
,3,4,3333,687,231,4,1,1,3333,687,0,,,,,,,,,,,,,,3,3,1179,723,411,3,1,1,1179,723,0
,3,4,3336,633,238,4,1,1,3336,633,0,,,,,,,,,,,,,,3,3,1230,822,558,3,1,1,1230,822,0
,3,4,3366,579,218,4,1,1,3366,579,0,,,,,,,,,,,,,,3,3,1065,690,377,3,1,1,1065,690,0
,3,4,3336,549,224,4,1,1,3336,549,0,,,,,,,,,,,,,,3,3,1044,732,471,3,1,1,1044,732,0
,3,4,3252,483,229,4,1,1,3252,483,0,,,,,,,,,,,,,,3,3,993,723,397,3,1,1,993,723,0
,3,4,3192,441,233,4,1,1,3192,441,0,,,,,,,,,,,,,,3,3,972,795,536,3,1,1,972,795,0
,3,4,3402,552,236,4,1,1,3402,552,0,,,,,,,,,,,,,,3,3,930,756,432,3,1,1,930,756,0
,3,4,3441,576,225,4,1,1,3441,576,0,,,,,,,,,,,,,,3,3,873,807,384,3,1,1,873,807,0
,3,4,3144,318,216,4,1,1,3144,318,0,,,,,,,,,,,,,,3,3,927,864,418,3,1,1,927,864,0
,3,4,3168,255,221,4,1,1,3168,255,0,,,,,,,,,,,,,,3,3,837,924,649,3,1,1,837,924,0
,3,4,3120,204,230,4,1,1,3120,204,0,,,,,,,,,,,,,,3,3,1134,597,230,3,1,1,1134,597,0
,3,4,3156,123,231,4,1,1,3156,123,0,,,,,,,,,,,,,,3,3,1830,759,617,3,1,1,1830,759,0
,3,4,3219,180,231,4,1,1,3219,180,0,,,,,,,,,,,,,,3,3,1911,651,696,3,1,1,1911,651,0
,3,4,3204,114,217,4,1,1,3204,114,0,,,,,,,,,,,,,,3,3,1911,555,455,3,1,1,1911,555,0
,3,4,3288,99,214,4,1,1,3288,99,0,,,,,,,,,,,,,,3,3,1971,456,639,3,1,1,1971,456,0
,3,4,3255,63,230,4,1,1,3255,63,0,,,,,,,,,,,,,,3,3,1827,519,477,3,1,1,1827,519,0
,4,4,3327,945,217,4,1,1,3327,945,0,,,,,,,,,,,,,,3,3,1827,588,550,3,1,1,1827,588,0
,4,4,3297,861,227,4,1,1,3297,861,0,,,,,,,,,,,,,,3,3,1728,576,866,3,1,1,1728,576,0
,4,4,3255,924,221,4,1,1,3255,924,0,,,,,,,,,,,,,,3,3,1683,597,593,3,1,1,1683,597,0
,4,4,3372,867,217,4,1,1,3372,867,0,,,,,,,,,,,,,,3,3,1725,486,487,3,1,1,1725,486,0
,4,4,3375,819,219,4,1,1,3375,819,0,,,,,,,,,,,,,,3,3,1788,411,397,3,1,1,1788,411,0
,4,4,3429,915,215,4,1,1,3429,915,0,,,,,,,,,,,,,,3,3,2082,465,459,3,1,1,2082,465,0
,4,4,3465,864,212,4,1,1,3465,864,0,,,,,,,,,,,,,,3,3,2091,543,463,3,1,1,2091,543,0
,4,4,3462,774,221,4,1,1,3462,774,0,,,,,,,,,,,,,,3,3,2166,411,652,3,1,1,2166,411,0
,4,4,3504,786,222,4,1,1,3504,786,0,,,,,,,,,,,,,,3,3,2262,351,519,3,1,1,2262,351,0
,4,4,3498,732,216,4,1,1,3498,732,0,,,,,,,,,,,,,,3,3,2250,312,590,3,1,1,2250,312,0
,4,4,3546,651,224,4,1,1,3546,651,0,,,,,,,,,,,,,,3,3,2187,282,452,3,1,1,2187,282,0
,4,4,3513,627,210,4,1,1,3513,627,0,,,,,,,,,,,,,,3,3,2259,210,512,3,1,1,2259,210,0
,4,4,3552,750,227,4,1,1,3552,750,0,,,,,,,,,,,,,,3,3,2292,279,568,3,1,1,2292,279,0
,4,4,3381,756,227,4,1,1,3381,756,0,,,,,,,,,,,,,,3,3,2358,318,638,3,1,1,2358,318,0
,4,4,3288,282,236,4,1,1,3288,282,0,,,,,,,,,,,,,,3,3,2382,231,571,3,1,1,2382,231,0
,4,4,3303,195,221,4,1,1,3303,195,0,,,,,,,,,,,,,,3,3,2514,252,855,3,1,1,2514,252,0
,4,4,3405,183,219,4,1,1,3405,183,0,,,,,,,,,,,,,,3,3,2631,264,665,3,1,1,2631,264,0
,4,4,3390,324,218,4,1,1,3390,324,0,,,,,,,,,,,,,,3,3,2790,237,803,3,1,1,2790,237,0
,4,4,3408,390,231,4,1,1,3408,390,0,,,,,,,,,,,,,,3,3,2712,159,538,3,1,1,2712,159,0
,4,4,3393,435,222,4,1,1,3393,435,0,,,,,,,,,,,,,,3,3,2616,117,626,3,1,1,2616,117,0
,4,4,3438,441,218,4,1,1,3438,441,0,,,,,,,,,,,,,,3,3,2667,396,884,3,1,1,2667,396,0
,4,4,3474,468,235,4,1,1,3474,468,0,,,,,,,,,,,,,,3,3,2634,447,797,3,1,1,2634,447,0
,4,4,3522,351,221,4,1,1,3522,351,0,,,,,,,,,,,,,,3,3,2622,591,873,3,1,1,2622,591,0
,4,4,3552,234,224,4,1,1,3552,234,0,,,,,,,,,,,,,,3,3,2664,639,657,3,1,1,2664,639,0
,4,4,3546,189,216,4,1,1,3546,189,0,,,,,,,,,,,,,,3,3,2679,552,557,3,1,1,2679,552,0
,4,4,3513,150,218,4,1,1,3513,150,0,,,,,,,,,,,,,,3,3,2778,528,618,3,1,1,2778,528,0
,4,4,3540,99,218,4,1,1,3540,99,0,,,,,,,,,,,,,,3,3,2748,453,899,3,1,1,2748,453,0
,4,4,3447,51,214,4,1,1,3447,51,0,,,,,,,,,,,,,,3,3,2865,441,670,3,1,1,2865,441,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2898,486,768,3,1,1,2898,486,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2925,603,559,3,1,1,2925,603,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2904,684,559,3,1,1,2904,684,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2913,765,485,3,1,1,2913,765,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2853,777,698,3,1,1,2853,777,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2754,765,949,3,1,1,2754,765,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2739,696,714,3,1,1,2739,696,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2790,627,977,3,1,1,2790,627,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2508,456,723,3,1,1,2508,456,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2265,99,461,3,1,1,2265,99,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2346,78,871,3,1,1,2346,78,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2190,48,573,3,1,1,2190,48,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1113,75,792,3,1,1,1113,75,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1044,63,629,3,1,1,1044,63,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1209,63,738,3,1,1,1209,63,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1296,54,536,3,1,1,1296,54,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1251,153,403,3,1,1,1251,153,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2211,1023,740,3,1,1,2211,1023,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2259,957,517,3,1,1,2259,957,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2214,924,446,3,1,1,2214,924,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2235,858,563,3,1,1,2235,858,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2178,939,618,3,1,1,2178,939,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2319,885,407,3,1,1,2319,885,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2337,972,476,3,1,1,2337,972,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2310,1122,600,3,1,1,2310,1122,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2457,1119,478,3,1,1,2457,1119,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2409,987,517,3,1,1,2409,987,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,465,696,598,3,1,1,465,696,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,447,798,467,3,1,1,447,798,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,489,858,604,3,1,1,489,858,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,549,759,642,3,1,1,549,759,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,525,906,739,3,1,1,525,906,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,381,951,625,3,1,1,381,951,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,351,810,490,3,1,1,351,810,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,297,759,775,3,1,1,297,759,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,159,741,557,3,1,1,159,741,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,72,777,498,3,1,1,72,777,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,51,717,515,3,1,1,51,717,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,69,567,652,3,1,1,69,567,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,159,552,375,3,1,1,159,552,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,231,561,614,3,1,1,231,561,0
,,,,,,,,,,,,,,,,,,,,,,,,,3,3,234,633,384,3,1,1,234,633,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M-S05-17508_1,,,,,,,,,,,,M-S05-17508_2,,,,,,,,,,,,,,,,,,,,,,
,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,,,,,,,,,,,
,1,1,1227,1995,357,1,1,1,1227,1995,0,,8,1,327,561,698,1,1,1,327,561,0,,,,,,,,,,,,
,1,1,1281,1962,427,1,1,1,1281,1962,0,,8,1,345,486,911,1,1,1,345,486,0,,,,,,,,,,,,
,1,1,1428,2469,276,1,1,1,1428,2469,0,,8,1,354,432,1009,1,1,1,354,432,0,,,,,,,,,,,,
,1,1,1359,2292,457,1,1,1,1359,2292,0,,8,1,237,450,224,1,1,1,237,450,0,,,,,,,,,,,,
,1,1,1638,2505,302,1,1,1,1638,2505,0,,8,1,525,318,634,1,1,1,525,318,0,,,,,,,,,,,,
,1,1,1728,2655,403,1,1,1,1728,2655,0,,8,1,609,288,625,1,1,1,609,288,0,,,,,,,,,,,,
,1,1,2316,2394,401,1,1,1,2316,2394,0,,8,1,669,219,318,1,1,1,669,219,0,,,,,,,,,,,,
,1,1,999,735,402,1,1,1,999,735,0,,8,1,117,1428,303,1,1,1,117,1428,0,,,,,,,,,,,,
,1,1,2493,90,278,1,1,1,2493,90,0,,8,1,405,2256,774,1,1,1,405,2256,0,,,,,,,,,,,,
,2,1,285,804,262,1,1,1,285,804,0,,8,1,780,2415,298,1,1,1,780,2415,0,,,,,,,,,,,,
,2,1,531,543,306,1,1,1,531,543,0,,8,1,1203,2256,370,1,1,1,1203,2256,0,,,,,,,,,,,,
,2,1,780,702,345,1,1,1,780,702,0,,8,1,1602,1785,332,1,1,1,1602,1785,0,,,,,,,,,,,,
,2,1,579,456,260,1,1,1,579,456,0,,8,1,1680,1803,346,1,1,1,1680,1803,0,,,,,,,,,,,,
,2,1,231,402,260,1,1,1,231,402,0,,8,1,1698,1632,317,1,1,1,1698,1632,0,,,,,,,,,,,,
,2,1,624,312,371,1,1,1,624,312,0,,8,1,1629,1560,264,1,1,1,1629,1560,0,,,,,,,,,,,,
,2,1,750,318,297,1,1,1,750,318,0,,8,1,1620,1626,493,1,1,1,1620,1626,0,,,,,,,,,,,,
,2,1,768,189,279,1,1,1,768,189,0,,8,1,1545,1635,315,1,1,1,1545,1635,0,,,,,,,,,,,,
,2,1,1032,168,432,1,1,1,1032,168,0,,8,1,1725,1554,517,1,1,1,1725,1554,0,,,,,,,,,,,,
,2,1,1032,108,458,1,1,1,1032,108,0,,8,1,2139,1737,419,1,1,1,2139,1737,0,,,,,,,,,,,,
,2,1,1200,63,367,1,1,1,1200,63,0,,8,1,2103,1701,447,1,1,1,2103,1701,0,,,,,,,,,,,,
,2,1,1260,111,282,1,1,1,1260,111,0,,8,1,2268,1734,370,1,1,1,2268,1734,0,,,,,,,,,,,,
,2,1,1239,324,291,1,1,1,1239,324,0,,8,1,1830,1884,355,1,1,1,1830,1884,0,,,,,,,,,,,,
,2,1,1677,165,319,1,1,1,1677,165,0,,8,1,1794,1794,312,1,1,1,1794,1794,0,,,,,,,,,,,,
,2,1,2262,333,310,1,1,1,2262,333,0,,8,1,1881,1698,466,1,1,1,1881,1698,0,,,,,,,,,,,,
,2,1,3435,333,427,1,1,1,3435,333,0,,8,1,2892,1308,269,1,1,1,2892,1308,0,,,,,,,,,,,,
,2,1,2607,2745,498,1,1,1,2607,2745,0,,8,1,2709,1227,386,1,1,1,2709,1227,0,,,,,,,,,,,,
,2,1,2604,2310,343,1,1,1,2604,2310,0,,8,1,2664,1233,371,1,1,1,2664,1233,0,,,,,,,,,,,,
,2,1,1131,2061,341,1,1,1,1131,2061,0,,8,1,2703,1128,339,1,1,1,2703,1128,0,,,,,,,,,,,,
,2,1,696,1887,230,1,1,1,696,1887,0,,8,1,996,1305,433,1,1,1,996,1305,0,,,,,,,,,,,,
,2,1,1158,1728,270,1,1,1,1158,1728,0,,8,1,1305,1509,497,1,1,1,1305,1509,0,,,,,,,,,,,,
,3,1,1905,2157,451,1,1,1,1905,2157,0,,8,1,1311,1854,390,1,1,1,1311,1854,0,,,,,,,,,,,,
,3,1,1863,2133,334,1,1,1,1863,2133,0,,8,1,1206,1884,266,1,1,1,1206,1884,0,,,,,,,,,,,,
,3,1,1797,2082,301,1,1,1,1797,2082,0,,8,1,1149,1881,291,1,1,1,1149,1881,0,,,,,,,,,,,,
,3,1,1788,1953,275,1,1,1,1788,1953,0,,8,1,1287,1776,447,1,1,1,1287,1776,0,,,,,,,,,,,,
,3,1,1833,1869,321,1,1,1,1833,1869,0,,8,1,534,2571,344,1,1,1,534,2571,0,,,,,,,,,,,,
,3,1,1719,1896,311,1,1,1,1719,1896,0,,8,1,417,2469,271,1,1,1,417,2469,0,,,,,,,,,,,,
,3,1,1749,1797,303,1,1,1,1749,1797,0,,1,3,663,201,332,3,1,1,663,201,0,,,,,,,,,,,,
,3,1,1755,1749,392,1,1,1,1755,1749,0,,1,3,534,2577,255,3,1,1,534,2577,0,,,,,,,,,,,,
,3,1,1749,1701,351,1,1,1,1749,1701,0,,1,3,432,2478,277,3,1,1,432,2478,0,,,,,,,,,,,,
,3,1,1725,1638,315,1,1,1,1725,1638,0,,1,3,1206,1899,251,3,1,1,1206,1899,0,,,,,,,,,,,,
,3,1,1719,1533,319,1,1,1,1719,1533,0,,1,3,1131,1899,268,3,1,1,1131,1899,0,,,,,,,,,,,,
,3,1,1755,1494,374,1,1,1,1755,1494,0,,1,3,1599,1764,247,3,1,1,1599,1764,0,,,,,,,,,,,,
,3,1,1743,1431,392,1,1,1,1743,1431,0,,1,3,1842,1878,290,3,1,1,1842,1878,0,,,,,,,,,,,,
,3,1,1752,1332,290,1,1,1,1752,1332,0,,1,3,1785,1782,261,3,1,1,1785,1782,0,,,,,,,,,,,,
,3,1,1767,1200,355,1,1,1,1767,1200,0,,1,3,2151,1764,318,3,1,1,2151,1764,0,,,,,,,,,,,,
,3,1,1782,1128,310,1,1,1,1782,1128,0,,1,3,2103,1707,303,3,1,1,2103,1707,0,,,,,,,,,,,,
,3,1,1827,1104,304,1,1,1,1827,1104,0,,1,3,1629,1542,283,3,1,1,1629,1542,0,,,,,,,,,,,,
,3,1,1899,1065,342,1,1,1,1899,1065,0,,1,3,2721,1230,264,3,1,1,2721,1230,0,,,,,,,,,,,,
,3,1,1962,1008,293,1,1,1,1962,1008,0,,1,3,2646,1236,294,3,1,1,2646,1236,0,,,,,,,,,,,,
,3,1,2025,960,308,1,1,1,2025,960,0,,1,3,2895,1302,212,3,1,1,2895,1302,0,,,,,,,,,,,,
,3,1,2175,1041,289,1,1,1,2175,1041,0,,2,3,237,456,210,3,1,1,237,456,0,,,,,,,,,,,,
,3,1,2283,1050,283,1,1,1,2283,1050,0,,2,3,351,456,273,3,1,1,351,456,0,,,,,,,,,,,,
,3,1,2256,921,294,1,1,1,2256,921,0,,2,3,297,495,217,3,1,1,297,495,0,,,,,,,,,,,,
,3,1,2316,984,317,1,1,1,2316,984,0,,2,3,327,552,252,3,1,1,327,552,0,,,,,,,,,,,,
,3,1,2121,1179,287,1,1,1,2121,1179,0,,2,3,552,327,224,3,1,1,552,327,0,,,,,,,,,,,,
,3,1,2022,1209,290,1,1,1,2022,1209,0,,2,3,624,285,327,3,1,1,624,285,0,,,,,,,,,,,,
