,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Her2+ IDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M-S11-32228_,,,,,,,,,,,,M-S11-32228_1,,,,,,,,,,,,M-S11-32228_3,,,,,,,,,,
,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel),,Type,Slice,X,Y,Value,C-pos,Z-pos,T-pos,X(pixel),Y(pixel),Z(pixel)
,7,3,2928,2463,214,3,1,1,2928,2463,0,,7,3,2916,1731,214,3,1,1,2916,1731,0,,,,,,,,,,,,
,7,3,2988,2436,213,3,1,1,2988,2436,0,,7,3,2811,1755,227,3,1,1,2811,1755,0,,,,,,,,,,,,
,7,3,3066,2376,209,3,1,1,3066,2376,0,,7,3,2691,1740,228,3,1,1,2691,1740,0,,,,,,,,,,,,
,7,3,3192,2253,250,3,1,1,3192,2253,0,,7,3,2766,1863,205,3,1,1,2766,1863,0,,,,,,,,,,,,
,7,3,3378,2079,204,3,1,1,3378,2079,0,,7,3,2697,1953,210,3,1,1,2697,1953,0,,,,,,,,,,,,
,7,3,3480,2022,221,3,1,1,3480,2022,0,,7,3,2382,2295,260,3,1,1,2382,2295,0,,,,,,,,,,,,
,7,3,3489,1980,205,3,1,1,3489,1980,0,,7,3,2343,2352,224,3,1,1,2343,2352,0,,,,,,,,,,,,
,7,3,2946,2163,212,3,1,1,2946,2163,0,,7,3,2667,2373,239,3,1,1,2667,2373,0,,,,,,,,,,,,
,7,3,2907,2043,276,3,1,1,2907,2043,0,,7,3,3381,2241,212,3,1,1,3381,2241,0,,,,,,,,,,,,
,7,3,2889,2031,220,3,1,1,2889,2031,0,,7,3,3408,2103,202,3,1,1,3408,2103,0,,,,,,,,,,,,
,7,3,2868,2004,212,3,1,1,2868,2004,0,,7,3,3303,2076,228,3,1,1,3303,2076,0,,,,,,,,,,,,
,7,3,2811,1965,208,3,1,1,2811,1965,0,,7,3,3330,2019,213,3,1,1,3330,2019,0,,,,,,,,,,,,
,7,3,2580,1905,214,3,1,1,2580,1905,0,,7,3,2373,2322,258,3,1,1,2373,2322,0,,,,,,,,,,,,
,7,3,2634,1851,211,3,1,1,2634,1851,0,,7,3,2343,2373,235,3,1,1,2343,2373,0,,,,,,,,,,,,
,7,3,2808,1785,204,3,1,1,2808,1785,0,,7,3,2307,2268,213,3,1,1,2307,2268,0,,,,,,,,,,,,
,7,3,2895,1779,205,3,1,1,2895,1779,0,,7,3,2175,2145,203,3,1,1,2175,2145,0,,,,,,,,,,,,
,7,3,2829,1677,213,3,1,1,2829,1677,0,,7,3,2058,2172,212,3,1,1,2058,2172,0,,,,,,,,,,,,
,7,3,2811,1632,212,3,1,1,2811,1632,0,,7,3,1947,2085,207,3,1,1,1947,2085,0,,,,,,,,,,,,
,7,3,2799,1593,226,3,1,1,2799,1593,0,,7,3,1980,2013,209,3,1,1,1980,2013,0,,,,,,,,,,,,
,7,3,2799,1593,226,3,1,1,2799,1593,0,,7,3,2799,1512,222,3,1,1,2799,1512,0,,,,,,,,,,,,
,7,3,2856,1557,214,3,1,1,2856,1557,0,,7,3,2913,1491,281,3,1,1,2913,1491,0,,,,,,,,,,,,
,7,3,2706,1617,208,3,1,1,2706,1617,0,,7,3,2970,1404,212,3,1,1,2970,1404,0,,,,,,,,,,,,
,7,3,2622,1575,214,3,1,1,2622,1575,0,,7,3,3111,1464,234,3,1,1,3111,1464,0,,,,,,,,,,,,
,7,3,2727,1548,209,3,1,1,2727,1548,0,,7,3,2922,1308,219,3,1,1,2922,1308,0,,,,,,,,,,,,
,7,3,2577,1515,214,3,1,1,2577,1515,0,,7,3,3156,159,216,3,1,1,3156,159,0,,,,,,,,,,,,
,7,3,2523,1551,208,3,1,1,2523,1551,0,,7,3,3162,93,209,3,1,1,3162,93,0,,,,,,,,,,,,
,7,3,2547,1407,218,3,1,1,2547,1407,0,,7,3,3135,36,212,3,1,1,3135,36,0,,,,,,,,,,,,
,7,3,2727,1341,207,3,1,1,2727,1341,0,,7,3,3129,96,319,3,1,1,3129,96,0,,,,,,,,,,,,
,7,3,2787,1278,219,3,1,1,2787,1278,0,,7,3,3075,117,265,3,1,1,3075,117,0,,,,,,,,,,,,
,7,3,2838,1224,214,3,1,1,2838,1224,0,,7,3,3054,219,210,3,1,1,3054,219,0,,,,,,,,,,,,
,7,3,2859,1215,205,3,1,1,2859,1215,0,,7,3,3054,270,218,3,1,1,3054,270,0,,,,,,,,,,,,
,7,3,3153,1212,207,3,1,1,3153,1212,0,,7,3,3225,264,220,3,1,1,3225,264,0,,,,,,,,,,,,
,7,3,3201,1173,212,3,1,1,3201,1173,0,,7,3,3096,375,220,3,1,1,3096,375,0,,,,,,,,,,,,
,7,3,3228,1269,218,3,1,1,3228,1269,0,,7,3,3111,444,226,3,1,1,3111,444,0,,,,,,,,,,,,
,7,3,3207,1332,218,3,1,1,3207,1332,0,,7,3,3042,369,250,3,1,1,3042,369,0,,,,,,,,,,,,
,7,3,3282,1341,217,3,1,1,3282,1341,0,,8,3,39,1467,204,3,1,1,39,1467,0,,,,,,,,,,,,
,7,3,3432,1347,210,3,1,1,3432,1347,0,,8,3,81,1410,212,3,1,1,81,1410,0,,,,,,,,,,,,
,7,3,3465,1311,206,3,1,1,3465,1311,0,,8,3,72,1365,202,3,1,1,72,1365,0,,,,,,,,,,,,
,7,3,3261,1551,202,3,1,1,3261,1551,0,,8,3,24,1392,221,3,1,1,24,1392,0,,,,,,,,,,,,
,7,3,3399,1482,203,3,1,1,3399,1482,0,,8,3,363,1488,217,3,1,1,363,1488,0,,,,,,,,,,,,
,7,3,3129,1548,210,3,1,1,3129,1548,0,,8,3,294,1440,216,3,1,1,294,1440,0,,,,,,,,,,,,
,7,3,3066,1521,216,3,1,1,3066,1521,0,,8,3,342,1614,207,3,1,1,342,1614,0,,,,,,,,,,,,
,7,3,3000,1572,220,3,1,1,3000,1572,0,,8,3,429,1656,209,3,1,1,429,1656,0,,,,,,,,,,,,
,7,3,2955,1569,208,3,1,1,2955,1569,0,,8,3,492,1680,227,3,1,1,492,1680,0,,,,,,,,,,,,
,7,3,2955,1479,209,3,1,1,2955,1479,0,,8,3,465,1617,222,3,1,1,465,1617,0,,,,,,,,,,,,
,7,3,1293,1776,205,3,1,1,1293,1776,0,,8,3,429,1575,205,3,1,1,429,1575,0,,,,,,,,,,,,
,7,3,1404,1830,218,3,1,1,1404,1830,0,,8,3,408,1737,209,3,1,1,408,1737,0,,,,,,,,,,,,
,7,3,1494,1764,224,3,1,1,1494,1764,0,,8,3,369,1764,218,3,1,1,369,1764,0,,,,,,,,,,,,
,7,3,1329,1692,213,3,1,1,1329,1692,0,,8,3,324,1752,217,3,1,1,324,1752,0,,,,,,,,,,,,
,7,3,1356,1605,219,3,1,1,1356,1605,0,,8,3,300,1752,208,3,1,1,300,1752,0,,,,,,,,,,,,
,7,3,1425,1575,207,3,1,1,1425,1575,0,,8,3,216,1821,223,3,1,1,216,1821,0,,,,,,,,,,,,
,7,3,1479,1608,206,3,1,1,1479,1608,0,,8,3,156,1869,204,3,1,1,156,1869,0,,,,,,,,,,,,
,7,3,1488,1524,206,3,1,1,1488,1524,0,,8,3,129,1851,236,3,1,1,129,1851,0,,,,,,,,,,,,
,7,3,1563,1572,208,3,1,1,1563,1572,0,,8,3,81,1884,216,3,1,1,81,1884,0,,,,,,,,,,,,
,7,3,1536,1626,222,3,1,1,1536,1626,0,,8,3,51,1875,205,3,1,1,51,1875,0,,,,,,,,,,,,
,7,3,1629,1611,222,3,1,1,1629,1611,0,,8,3,90,2040,246,3,1,1,90,2040,0,,,,,,,,,,,,
,7,3,1635,1581,221,3,1,1,1635,1581,0,,8,3,45,1989,206,3,1,1,45,1989,0,,,,,,,,,,,,
,7,3,1575,1695,201,3,1,1,1575,1695,0,,8,3,129,1977,218,3,1,1,129,1977,0,,,,,,,,,,,,
,7,3,1629,1692,211,3,1,1,1629,1692,0,,8,3,141,2031,230,3,1,1,141,2031,0,,,,,,,,,,,,
,7,3,1713,1647,216,3,1,1,1713,1647,0,,8,3,147,2085,214,3,1,1,147,2085,0,,,,,,,,,,,,
,7,3,156,1422,212,3,1,1,156,1422,0,,8,3,204,2070,205,3,1,1,204,2070,0,,,,,,,,,,,,
,7,3,168,1212,219,3,1,1,168,1212,0,,8,3,243,2100,231,3,1,1,243,2100,0,,,,,,,,,,,,
,7,3,135,1104,218,3,1,1,135,1104,0,,8,3,276,2100,236,3,1,1,276,2100,0,,,,,,,,,,,,
,7,3,141,1041,204,3,1,1,141,1041,0,,8,3,303,2076,212,3,1,1,303,2076,0,,,,,,,,,,,,
,7,3,210,1689,202,3,1,1,210,1689,0,,8,3,246,2007,237,3,1,1,246,2007,0,,,,,,,,,,,,
,7,3,318,1764,213,3,1,1,318,1764,0,,8,3,249,1953,218,3,1,1,249,1953,0,,,,,,,,,,,,
,7,3,450,1560,204,3,1,1,450,1560,0,,8,3,309,1920,222,3,1,1,309,1920,0,,,,,,,,,,,,
,7,3,537,1608,222,3,1,1,537,1608,0,,8,3,327,1878,205,3,1,1,327,1878,0,,,,,,,,,,,,
,7,3,561,1530,213,3,1,1,561,1530,0,,8,3,291,1848,221,3,1,1,291,1848,0,,,,,,,,,,,,
,7,3,417,1368,214,3,1,1,417,1368,0,,8,3,399,1932,215,3,1,1,399,1932,0,,,,,,,,,,,,
,7,3,366,1344,238,3,1,1,366,1344,0,,8,3,402,1896,209,3,1,1,402,1896,0,,,,,,,,,,,,
,7,4,1803,1653,214,4,1,1,1803,1653,0,,8,3,501,1953,212,3,1,1,501,1953,0,,,,,,,,,,,,
,7,4,1836,1695,224,4,1,1,1836,1695,0,,8,3,459,1965,225,3,1,1,459,1965,0,,,,,,,,,,,,
,7,4,1962,1644,213,4,1,1,1962,1644,0,,8,3,459,2034,220,3,1,1,459,2034,0,,,,,,,,,,,,
,7,4,1890,1599,218,4,1,1,1890,1599,0,,8,3,585,2004,210,3,1,1,585,2004,0,,,,,,,,,,,,
,7,4,1980,1575,214,4,1,1,1980,1575,0,,8,3,618,1992,218,3,1,1,618,1992,0,,,,,,,,,,,,
,7,4,2055,1686,209,4,1,1,2055,1686,0,,8,3,357,2157,213,3,1,1,357,2157,0,,,,,,,,,,,,
,7,4,1959,1731,206,4,1,1,1959,1731,0,,8,3,345,2211,226,3,1,1,345,2211,0,,,,,,,,,,,,
,7,4,1971,1785,212,4,1,1,1971,1785,0,,8,3,258,2181,209,3,1,1,258,2181,0,,,,,,,,,,,,
,7,4,2022,1479,209,4,1,1,2022,1479,0,,8,3,123,2151,208,3,1,1,123,2151,0,,,,,,,,,,,,
,7,4,2115,1515,216,4,1,1,2115,1515,0,,8,3,75,2157,224,3,1,1,75,2157,0,,,,,,,,,,,,
,7,4,2058,1446,214,4,1,1,2058,1446,0,,8,3,39,2211,226,3,1,1,39,2211,0,,,,,,,,,,,,
,7,4,2115,1446,213,4,1,1,2115,1446,0,,8,3,78,2238,240,3,1,1,78,2238,0,,,,,,,,,,,,
,7,4,2163,1410,206,4,1,1,2163,1410,0,,8,3,111,2271,225,3,1,1,111,2271,0,,,,,,,,,,,,
,7,4,2199,1470,212,4,1,1,2199,1470,0,,8,3,126,2319,215,3,1,1,126,2319,0,,,,,,,,,,,,
,7,4,2229,1392,210,4,1,1,2229,1392,0,,8,3,117,2394,208,3,1,1,117,2394,0,,,,,,,,,,,,
,7,4,2238,1338,216,4,1,1,2238,1338,0,,8,3,186,2418,213,3,1,1,186,2418,0,,,,,,,,,,,,
,7,4,2202,1602,208,4,1,1,2202,1602,0,,8,3,234,2364,203,3,1,1,234,2364,0,,,,,,,,,,,,
,7,4,2127,1551,213,4,1,1,2127,1551,0,,8,3,264,2337,215,3,1,1,264,2337,0,,,,,,,,,,,,
,7,4,2226,1698,215,4,1,1,2226,1698,0,,8,3,321,2307,205,3,1,1,321,2307,0,,,,,,,,,,,,
,7,4,2292,1764,212,4,1,1,2292,1764,0,,8,3,354,2355,213,3,1,1,354,2355,0,,,,,,,,,,,,
,7,4,2352,1674,212,4,1,1,2352,1674,0,,8,3,405,2304,238,3,1,1,405,2304,0,,,,,,,,,,,,
,7,4,2394,1599,216,4,1,1,2394,1599,0,,8,3,471,2373,222,3,1,1,471,2373,0,,,,,,,,,,,,
,7,4,2481,1716,216,4,1,1,2481,1716,0,,8,3,471,2334,216,3,1,1,471,2334,0,,,,,,,,,,,,
,7,4,2574,1635,217,4,1,1,2574,1635,0,,8,3,531,2361,211,3,1,1,531,2361,0,,,,,,,,,,,,
,7,4,2238,1896,218,4,1,1,2238,1896,0,,8,3,348,2427,227,3,1,1,348,2427,0,,,,,,,,,,,,
,7,4,2445,1854,212,4,1,1,2445,1854,0,,8,3,237,2454,218,3,1,1,237,2454,0,,,,,,,,,,,,
,7,4,2151,1965,210,4,1,1,2151,1965,0,,8,3,222,2511,216,3,1,1,222,2511,0,,,,,,,,,,,,
,7,4,2115,2052,211,4,1,1,2115,2052,0,,8,3,192,2538,208,3,1,1,192,2538,0,,,,,,,,,,,,
,7,4,1806,1287,222,4,1,1,1806,1287,0,,8,3,84,2499,224,3,1,1,84,2499,0,,,,,,,,,,,,
,7,4,1920,1242,219,4,1,1,1920,1242,0,,8,3,54,2628,232,3,1,1,54,2628,0,,,,,,,,,,,,
,7,4,1959,1188,216,4,1,1,1959,1188,0,,8,3,153,2598,202,3,1,1,153,2598,0,,,,,,,,,,,,
,7,4,1860,1158,222,4,1,1,1860,1158,0,,8,3,165,2655,221,3,1,1,165,2655,0,,,,,,,,,,,,
,7,4,1860,1104,218,4,1,1,1860,1104,0,,8,3,348,2637,204,3,1,1,348,2637,0,,,,,,,,,,,,
,7,4,1932,1032,210,4,1,1,1932,1032,0,,8,3,420,2679,212,3,1,1,420,2679,0,,,,,,,,,,,,
,7,4,1998,1029,209,4,1,1,1998,1029,0,,8,3,453,2640,210,3,1,1,453,2640,0,,,,,,,,,,,,
,7,4,2040,1056,218,4,1,1,2040,1056,0,,8,3,498,2697,221,3,1,1,498,2697,0,,,,,,,,,,,,
,7,4,2085,1047,209,4,1,1,2085,1047,0,,8,3,492,2619,211,3,1,1,492,2619,0,,,,,,,,,,,,
,7,4,2112,1113,214,4,1,1,2112,1113,0,,8,3,486,2529,212,3,1,1,486,2529,0,,,,,,,,,,,,
,7,4,2280,1176,211,4,1,1,2280,1176,0,,8,3,603,2586,218,3,1,1,603,2586,0,,,,,,,,,,,,
,7,4,2460,1182,220,4,1,1,2460,1182,0,,8,3,273,2679,216,3,1,1,273,2679,0,,,,,,,,,,,,
,7,4,2520,1152,218,4,1,1,2520,1152,0,,8,3,333,2736,216,3,1,1,333,2736,0,,,,,,,,,,,,
,7,4,2625,1092,217,4,1,1,2625,1092,0,,8,3,693,2331,214,3,1,1,693,2331,0,,,,,,,,,,,,
,7,4,2628,1152,217,4,1,1,2628,1152,0,,8,3,747,2238,203,3,1,1,747,2238,0,,,,,,,,,,,,
,7,4,2667,1056,214,4,1,1,2667,1056,0,,8,3,1023,2304,200,3,1,1,1023,2304,0,,,,,,,,,,,,
,7,4,2727,1017,218,4,1,1,2727,1017,0,,8,3,900,2511,208,3,1,1,900,2511,0,,,,,,,,,,,,
,7,4,2700,987,218,4,1,1,2700,987,0,,8,3,894,1293,216,3,1,1,894,1293,0,,,,,,,,,,,,
,7,4,2697,951,218,4,1,1,2697,951,0,,8,3,1407,1830,237,3,1,1,1407,1830,0,,,,,,,,,,,,
,7,4,2712,852,216,4,1,1,2712,852,0,,8,3,1470,1836,220,3,1,1,1470,1836,0,,,,,,,,,,,,
,7,4,2604,858,211,4,1,1,2604,858,0,,8,3,1374,2280,208,3,1,1,1374,2280,0,,,,,,,,,,,,
,7,4,2574,888,216,4,1,1,2574,888,0,,8,3,1401,2199,229,3,1,1,1401,2199,0,,,,,,,,,,,,
,7,4,2748,753,224,4,1,1,2748,753,0,,8,3,1458,2205,229,3,1,1,1458,2205,0,,,,,,,,,,,,
,7,4,2928,768,211,4,1,1,2928,768,0,,8,3,1428,2142,234,3,1,1,1428,2142,0,,,,,,,,,,,,
,7,4,2913,720,219,4,1,1,2913,720,0,,8,3,1467,1995,217,3,1,1,1467,1995,0,,,,,,,,,,,,
,7,4,2994,669,220,4,1,1,2994,669,0,,8,3,1863,1950,210,3,1,1,1863,1950,0,,,,,,,,,,,,
,7,4,3189,708,213,4,1,1,3189,708,0,,8,3,1932,1941,201,3,1,1,1932,1941,0,,,,,,,,,,,,
,7,4,3273,708,213,4,1,1,3273,708,0,,8,3,2046,1944,214,3,1,1,2046,1944,0,,,,,,,,,,,,
,7,4,3345,711,211,4,1,1,3345,711,0,,8,3,1794,2190,205,3,1,1,1794,2190,0,,,,,,,,,,,,
,7,4,3279,744,211,4,1,1,3279,744,0,,8,3,1839,2199,208,3,1,1,1839,2199,0,,,,,,,,,,,,
,7,4,3243,600,216,4,1,1,3243,600,0,,8,3,1644,2346,219,3,1,1,1644,2346,0,,,,,,,,,,,,
,7,4,3297,501,219,4,1,1,3297,501,0,,2,4,681,537,229,4,1,1,681,537,0,,,,,,,,,,,,
,7,4,3024,567,215,4,1,1,3024,567,0,,2,4,600,660,215,4,1,1,600,660,0,,,,,,,,,,,,
,7,4,2859,1017,220,4,1,1,2859,1017,0,,2,4,483,738,228,4,1,1,483,738,0,,,,,,,,,,,,
,7,4,2913,951,211,4,1,1,2913,951,0,,2,4,519,843,214,4,1,1,519,843,0,,,,,,,,,,,,
,7,4,2802,915,216,4,1,1,2802,915,0,,2,4,507,1038,223,4,1,1,507,1038,0,,,,,,,,,,,,
,7,4,3234,933,209,4,1,1,3234,933,0,,2,4,654,1161,222,4,1,1,654,1161,0,,,,,,,,,,,,
,7,4,3285,909,215,4,1,1,3285,909,0,,2,4,654,1209,231,4,1,1,654,1209,0,,,,,,,,,,,,
,7,4,3387,870,214,4,1,1,3387,870,0,,2,4,675,1269,215,4,1,1,675,1269,0,,,,,,,,,,,,
,7,4,3273,996,209,4,1,1,3273,996,0,,2,4,903,1308,229,4,1,1,903,1308,0,,,,,,,,,,,,
,7,4,3429,1104,212,4,1,1,3429,1104,0,,2,4,573,1314,218,4,1,1,573,1314,0,,,,,,,,,,,,
,7,4,3402,918,208,4,1,1,3402,918,0,,2,4,426,1296,233,4,1,1,426,1296,0,,,,,,,,,,,,
,7,4,483,84,214,4,1,1,483,84,0,,2,4,417,1380,226,4,1,1,417,1380,0,,,,,,,,,,,,
,7,4,588,90,212,4,1,1,588,90,0,,2,4,396,1329,218,4,1,1,396,1329,0,,,,,,,,,,,,
,7,4,678,102,222,4,1,1,678,102,0,,2,4,318,1215,233,4,1,1,318,1215,0,,,,,,,,,,,,
,7,4,708,150,224,4,1,1,708,150,0,,2,4,321,1161,215,4,1,1,321,1161,0,,,,,,,,,,,,
,7,4,675,216,218,4,1,1,675,216,0,,2,4,285,1299,232,4,1,1,285,1299,0,,,,,,,,,,,,
,7,4,1413,102,218,4,1,1,1413,102,0,,2,4,294,1359,224,4,1,1,294,1359,0,,,,,,,,,,,,
,7,4,1518,57,216,4,1,1,1518,57,0,,2,4,273,1356,210,4,1,1,273,1356,0,,,,,,,,,,,,
,7,4,1503,36,211,4,1,1,1503,36,0,,2,4,180,1332,224,4,1,1,180,1332,0,,,,,,,,,,,,
,7,4,1449,42,213,4,1,1,1449,42,0,,2,4,78,1404,218,4,1,1,78,1404,0,,,,,,,,,,,,
,7,4,1383,945,217,4,1,1,1383,945,0,,2,4,69,1374,234,4,1,1,69,1374,0,,,,,,,,,,,,
,7,4,1338,1125,218,4,1,1,1338,1125,0,,2,4,33,1389,226,4,1,1,33,1389,0,,,,,,,,,,,,
,7,4,1359,1242,215,4,1,1,1359,1242,0,,2,4,36,1467,226,4,1,1,36,1467,0,,,,,,,,,,,,
,7,4,1335,1314,220,4,1,1,1335,1314,0,,2,4,84,1476,223,4,1,1,84,1476,0,,,,,,,,,,,,
,7,4,1221,1359,210,4,1,1,1221,1359,0,,2,4,144,1488,238,4,1,1,144,1488,0,,,,,,,,,,,,
,7,4,1095,1203,213,4,1,1,1095,1203,0,,2,4,294,1440,226,4,1,1,294,1440,0,,,,,,,,,,,,
,7,4,1191,1164,209,4,1,1,1191,1164,0,,2,4,372,1482,213,4,1,1,372,1482,0,,,,,,,,,,,,
,7,4,1218,1107,215,4,1,1,1218,1107,0,,2,4,381,1605,217,4,1,1,381,1605,0,,,,,,,,,,,,
,7,4,1212,816,213,4,1,1,1212,816,0,,2,4,417,1581,213,4,1,1,417,1581,0,,,,,,,,,,,,
,7,4,696,1848,215,4,1,1,696,1848,0,,2,4,465,1611,231,4,1,1,465,1611,0,,,,,,,,,,,,
,7,4,747,1899,219,4,1,1,747,1899,0,,2,4,429,1647,222,4,1,1,429,1647,0,,,,,,,,,,,,
,7,4,771,1845,215,4,1,1,771,1845,0,,2,4,522,1686,220,4,1,1,522,1686,0,,,,,,,,,,,,
,7,4,798,1779,215,4,1,1,798,1779,0,,2,4,420,1746,218,4,1,1,420,1746,0,,,,,,,,,,,,
,7,4,885,1779,212,4,1,1,885,1779,0,,2,4,354,1770,219,4,1,1,354,1770,0,,,,,,,,,,,,
,7,4,885,1698,215,4,1,1,885,1698,0,,2,4,330,1758,224,4,1,1,330,1758,0,,,,,,,,,,,,
,7,4,807,1581,211,4,1,1,807,1581,0,,2,4,300,1755,211,4,1,1,300,1755,0,,,,,,,,,,,,
,7,4,696,1485,215,4,1,1,696,1485,0,,2,4,222,1824,225,4,1,1,222,1824,0,,,,,,,,,,,,
,7,4,669,1458,219,4,1,1,669,1458,0,,2,4,309,1845,227,4,1,1,309,1845,0,,,,,,,,,,,,
,7,4,588,1416,215,4,1,1,588,1416,0,,2,4,324,1872,215,4,1,1,324,1872,0,,,,,,,,,,,,
,7,4,972,1650,215,4,1,1,972,1650,0,,2,4,306,1914,222,4,1,1,306,1914,0,,,,,,,,,,,,
,8,4,975,1443,218,4,1,1,975,1443,0,,2,4,252,1947,226,4,1,1,252,1947,0,,,,,,,,,,,,
,8,4,822,1389,213,4,1,1,822,1389,0,,2,4,150,1869,219,4,1,1,150,1869,0,,,,,,,,,,,,
,8,4,705,1323,218,4,1,1,705,1323,0,,2,4,117,1851,235,4,1,1,117,1851,0,,,,,,,,,,,,
,8,4,723,1275,215,4,1,1,723,1275,0,,2,4,93,1887,223,4,1,1,93,1887,0,,,,,,,,,,,,
,8,4,762,1275,208,4,1,1,762,1275,0,,2,4,69,1884,212,4,1,1,69,1884,0,,,,,,,,,,,,
,8,4,525,1362,224,4,1,1,525,1362,0,,2,4,45,1983,220,4,1,1,45,1983,0,,,,,,,,,,,,
,8,4,747,1008,217,4,1,1,747,1008,0,,2,4,93,2040,229,4,1,1,93,2040,0,,,,,,,,,,,,
,8,4,1122,705,213,4,1,1,1122,705,0,,2,4,111,1998,233,4,1,1,111,1998,0,,,,,,,,,,,,
,8,4,834,594,219,4,1,1,834,594,0,,2,4,150,2049,226,4,1,1,150,2049,0,,,,,,,,,,,,
,8,4,369,120,218,4,1,1,369,120,0,,2,4,198,2067,219,4,1,1,198,2067,0,,,,,,,,,,,,
,8,4,1884,2517,215,4,1,1,1884,2517,0,,2,4,246,2016,223,4,1,1,246,2016,0,,,,,,,,,,,,
,8,4,555,2589,217,4,1,1,555,2589,0,,2,4,138,2088,248,4,1,1,138,2088,0,,,,,,,,,,,,
,8,4,3159,1704,216,4,1,1,3159,1704,0,,2,4,123,2154,218,4,1,1,123,2154,0,,,,,,,,,,,,
,8,4,2733,1137,221,4,1,1,2733,1137,0,,2,4,63,2154,222,4,1,1,63,2154,0,,,,,,,,,,,,
,8,4,2757,1191,215,4,1,1,2757,1191,0,,2,4,39,2214,235,4,1,1,39,2214,0,,,,,,,,,,,,
,8,4,3408,1161,222,4,1,1,3408,1161,0,,2,4,81,2244,226,4,1,1,81,2244,0,,,,,,,,,,,,
,8,4,1869,1479,228,4,1,1,1869,1479,0,,2,4,114,2262,224,4,1,1,114,2262,0,,,,,,,,,,,,
,8,4,2094,2160,213,4,1,1,2094,2160,0,,2,4,126,2319,231,4,1,1,126,2319,0,,,,,,,,,,,,
,8,4,2184,2058,214,4,1,1,2184,2058,0,,2,4,117,2385,230,4,1,1,117,2385,0,,,,,,,,,,,,
,8,4,2232,2091,207,4,1,1,2232,2091,0,,2,4,75,2496,227,4,1,1,75,2496,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,66,2619,213,4,1,1,66,2619,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,159,2655,221,4,1,1,159,2655,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,147,2598,227,4,1,1,147,2598,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,189,2541,227,4,1,1,189,2541,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,228,2502,219,4,1,1,228,2502,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,237,2439,214,4,1,1,237,2439,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,183,2427,218,4,1,1,183,2427,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,225,2364,217,4,1,1,225,2364,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,285,2337,224,4,1,1,285,2337,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,312,2304,219,4,1,1,312,2304,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,345,2364,227,4,1,1,345,2364,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,339,2433,209,4,1,1,339,2433,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,417,2298,230,4,1,1,417,2298,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,471,2325,219,4,1,1,471,2325,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,468,2367,232,4,1,1,468,2367,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,522,2361,223,4,1,1,522,2361,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,345,2205,231,4,1,1,345,2205,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,375,2160,235,4,1,1,375,2160,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,309,2067,220,4,1,1,309,2067,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,279,2106,210,4,1,1,279,2106,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,246,2106,225,4,1,1,246,2106,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,252,2190,218,4,1,1,252,2190,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,405,1941,219,4,1,1,405,1941,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,399,1890,218,4,1,1,399,1890,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,453,1959,237,4,1,1,453,1959,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,513,1956,223,4,1,1,513,1956,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,462,2043,225,4,1,1,462,2043,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,600,2013,222,4,1,1,600,2013,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,621,1992,250,4,1,1,621,1992,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,735,2226,214,4,1,1,735,2226,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,696,2334,215,4,1,1,696,2334,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,597,2592,232,4,1,1,597,2592,0,,,,,,,,,,,,
,,,,,,,,,,,,,2,4,489,2619,217,4,1,1,489,2619,0,,,,,,,,,,,,
